"Id","Title","Time","Description","Link"
"105","County cricket: Middlesex and Hampshire set pace in One-Day Cup","1660560727000","The Royal London Cup is missing some stars but the emerging talents are giving fans plenty to enjoyBy Gary Naylor for the 99.94 Cricket BlogMiddlesex went three for three last week to leap to the top of Group A in the Royal London Cup. The best win of the hat-trick was their last-over thriller against Somerset at Taunton. Continue reading...","https://www.theguardian.com/sport/99-94-cricket-blog/2022/aug/15/county-cricket-middlesex-hampshire-royal-london-one-day-cup"
"106","Football transfer rumours: Vardy and Aubameyang to Manchester United?","1660634915000","Today’s tittle-tattle is dampThe usual trigger warnings to longsuffering Manchester United supporters apply.First up, it looks as though they’ve finally taken the hint and withdrawn from the race to sign Frenkie de Jong. Good news for Chelsea, and perhaps even Barcelona if they see sense. United have shifted their attention to another Barça player, Pierre-Emerick Aubameyang, 33, as well as the 35-year-old Jamie Vardy. Continue reading...","https://www.theguardian.com/football/2022/aug/16/football-transfer-rumours-vardy-and-aubameyang-to-manchester-united"
"107","Premier League: 10 talking points from the weekend’s action","1660546832000","Erik ten Hag’s Manchester United reign is already in crisis while Leicester may have to make do with what they’ve gotCredit to Thomas Frank and Brentford for a tactical plan expertly executed, improving on the template that brought Brighton victory the previous week. For one older head in the press room, it brought back bitter Manchester United memories of a 5-0 Crystal Palace ransacking that brought the end of Frank O’Farrell as manager in December 1972. For a moustachioed Don Rogers skating across a Selhurst Park bog read Josh Dasilva, Bryan Mbeumo and Ivan Toney in the sun. A historic, celebratory day for Brentford was one of infamy for United. So poor was their display, so ineffectual has Erik ten Hag been that comparisons are being drawn with fellow Ajax alumnus Frank de Boer’s disastrous 77 days at Palace in 2017. Already, Ten Hag is in severe danger of being flushed down a talent vortex that has claimed Jadon Sancho and Harry Maguire. The pair cost £153m between them. Both were dreadful at Brentford, though were far from alone in that. John BrewinMatch report: Brentford 4-0 Manchester UnitedMatch report: Chelsea 2-2 TottenhamMatch report: Nottingham Forest 1-0 West HamMatch report: Manchester City 4-0 BournemouthMatch report: Aston Villa 2-1 EvertonMatch report: Brighton 0-0 Newcastle Continue reading...","https://www.theguardian.com/football/blog/2022/aug/15/premier-league-10-talking-points-from-the-weekends-action"
"108","Chess: Uzbekistan win Olympiad while David Howell takes performance gold","1660114845000","Central Asian state, seeded 14, wins the 180-nation team event ahead of Armenia and India 2, while Howell’s 7.5/8 total echoes the 1980sThe premier team competition in chess, the 180-nation Chennai Olympiad, ended on Tuesday with a shock result. Uzbekistan, who had an average age of 20 and were seeded only 14th, edged to gold ahead of the three-time winners Armenia and India’s teenagers, while the top seeded United States finished out of the medals.India’s Gukesh D, 16, and the Uzbek Nodirbek Abdusattorov, 17, stood out as fast-rising talents destined for the world top. The pair took gold and silver for the first board, leaving the world champion, Magnus Carlsen, with the bronze. Carlsen scored an unbeaten 7.5/9 but still dropped rating points, as he has done in every team appearance for Norway since 2007. Continue reading...","https://www.theguardian.com/sport/2022/aug/10/chess-uzbekistan-win-olympiad-while-david-howell-takes-performance-gold"
"109","The Spin | Buttler’s service in ODIs spoiled by injuries and overstuffed schedule","1660125613000","England’s new white-ball captain also hasn’t done himself many favours by multi-tasking and sticking with Jason RoyWelcome to The Spin, the Guardian’s weekly (and free) cricket newsletter. Here’s an extract from this week’s edition. To receive the full version every Wednesday, just pop your email in below:One day a book will be written about the crazy world of cricket administration in the early 21st century. A fair chunk of it will be devoted to the domestic scene in England, where the men in suits seriously expect fans to follow four different formats at the same time – and the poor old players are like the staff of a 24-hour supermarket. Continue reading...","https://www.theguardian.com/sport/2022/aug/10/buttlers-service-in-odis-cricket-spoiled-by-injuries-and-overstuffed-schedule"
"110","Cricket is about to reach tipping point with power grab of alternative season | Barney Ronay","1660374034000","The latest announcement of T20 leagues in South Africa and the UAE is significant – franchise cricket is ready to take over There is a key scene towards the end of every spy film. The hero-outsider figure, on the run from a corrupt secret service cell (or similar), meets an old contact from inside the organisation, perhaps a bookish ally with a stammer, to share key information and have a wistful exchange in a scenic plaza.Some terse dialogue happens. Hero-outsider starts to realise something. But too late. Bookish Ally looks sadly into the distance as a squadron of goons fan out from behind the balustrade. The undercover spook at the pavement cafe raises a pistol behind his newspaper. And it becomes clear the game is now up for hero-outsider who must, if American, shout goddammit and say something about the programme; or, if British, put on a noble, pitying smile before being cudgelled on the back of the head, caught by the elbows as his knees crumple, and bundled into the back of a brown Mercedes saloon. Continue reading...","https://www.theguardian.com/sport/blog/2022/aug/13/cricket-is-about-to-reach-tipping-point-with-power-grab-of-alternative-season"
"111","The Girlfriend Who Didn’t Exist: the Manti Te’o hoax revisited with sympathy","1660546831000","A new Netflix documentary paints a nuanced portrait of two young people at the center of a catfishing story that captivated AmericaTwo sporting scandals dominated the American news cycle at the start of 2013: the disgrace of Lance Armstrong and the humiliation of college footballer Manti Te’o. But if Armstrong’s belated confession that he doped to win all seven of his Tour de France titles told a story about the rotten heart of American success that felt, four decades after Watergate, somehow traditional, the Te’o affair seemed to offer a warning about the dangers of the internet at a time when techno-optimism was still all the rage – before bot accounts, misinformation, and online harassment became features of everyday life. According to a new two-part documentary about Te’o’s ordeal, however, premiering this Tuesday on Netflix, the scandal needs to be understood as more than the simple tale of catfishing as which it’s often presented. As it’s framed in The Girlfriend Who Didn’t Exist, the romantic hoax at the heart of Te’o’s national humiliation was about much deeper and more interesting questions of identity, faith and belonging – for minorities in particular – in early 21st century America.Almost a decade after the story became meme-fodder, the basic outline of the Te’o scandal is still fairly common knowledge: Te’o, a star Samoan-Hawaiian linebacker at Notre Dame, claimed that his grandmother and girlfriend had died on the same day in December 2012. An outpouring of national sympathy fired Te’o to new heights of excellence on the field, Notre Dame finished the regular season undefeated, and Te’o seemed destined to become a first-round pick in the 2013 NFL draft. There was only one problem, though, and in January 2013 that problem became international news: Te’o’s girlfriend, Lennay Kekua, was not real. In fact, Kekua, who purported to be a student at Stanford and with whom Te’o had pursued a purely online relationship, was the Facebook creation of a young man – also, like Te’o, of Samoan ancestry – from Seattle. Continue reading...","https://www.theguardian.com/sport/2022/aug/15/manti-teo-the-girlfriend-who-didnt-exist-netflix-documentary-hoax-nfl"
"112","‘The starting point was zero’: Chelsea’s Emma Hayes marks 10 years of glory and growth","1660413647000","Manager has enjoyed a trophy-laden decade at the club but still wants more for her own side and women’s football as a whole“I feel like I don’t need to shout the loudest any more,” says Emma Hayes. On Sunday, Hayes celebrates 10 years at Chelsea, and the manager has had to do a lot of shouting to push the development of the women’s game and grow her own team.When Hayes walked into the club’s Cobham training ground for the first time she was on her own. “We’re talking about 10am on Sunday, no one on site,” she says. “‘What do you mean we don’t have an office? What do you mean there’s no full-time players or staff?’ There wasn’t a single member of staff that worked for the women’s section, let alone had an office, let alone had a desk or a filing cabinet. The starting point was zero, and that was terrifying and exciting all at once.” Continue reading...","https://www.theguardian.com/football/2022/aug/13/the-starting-point-was-zero-chelseas-emma-hayes-marks-10-years-of-glory-and-growth"
"113","Grand slams, gold medals and foot faults: Serena Williams’ most notable moments","1660058379000","The American is one of the greatest tennis players of all time. We take a look back at her remarkable careerHer older sister Venus made her professional debut before Serena, but the younger Williams sibling had long been tipped to become the better player. She was only 16 in 1997 when she recorded her first professional main draw win, at the Ameritech Cup in Chicago. She quickly followed it up with two more victories, including one against Monica Seles, before losing in the semi-finals. Continue reading...","https://www.theguardian.com/sport/2022/aug/09/grand-slams-gold-medals-and-foot-faults-serena-williams-most-notable-moments"
"114","Big Ten Gets More Than $1 Billion a Year in Record TV Deal","1660830321000","The agreement splits the Big Ten’s sports between Fox, NBC and CBS, and is the richest annual deal for any college sports league.","https://www.nytimes.com/2022/08/18/sports/ncaafootball/big-ten-deal-tv.html"
"115","The Manchester United Sale Rumors Are False. For Now.","1660831970000","The Glazer family isn’t soliciting bids for United. But selling a piece of the team could set the price for all of it.","https://www.nytimes.com/2022/08/18/sports/soccer/manchester-united-sale.html"
"116","PGA Stars Seek ‘Some Sort of Unity’ With LIV After Meeting With Tiger Woods","1660779521000","Adding to the drama, the LIV golfer Patrick Reed filed a defamation lawsuit against Golf Channel and the commentator Brandel Chamblee, seeking $750 million in damages.","https://www.nytimes.com/2022/08/17/sports/golf/liv-golf-reed-woods.html"
"117","At Saratoga Race Course, It’s the Summer of the Jockey","1660708871000","The accomplished jockeys in upstate New York’s summer racing season rival those from the 1970s heyday of Steve Cauthen and Ángel Cordero Jr.","https://www.nytimes.com/2022/08/17/sports/horse-racing/saratoga-jockeys-horse-racing.html"
"118","Serena Williams Loses to Emma Raducanu in Cincinnati","1660700594000","Emma Raducanu beat Williams in straight sets in the first round at the Western and Southern Open. Williams’s next tournament, and quite possibly her last, will be the U.S. Open.","https://www.nytimes.com/2022/08/16/sports/tennis/serena-williams-raducanu-cincinnati.html"
"119","Liberty Guard Sabrina Ionescu’s Historic WNBA Season, By the Numbers","1660708871000","Ionescu, the All-Star Liberty guard, had a historic season in her third year that helped propel her team to the playoffs.","https://www.nytimes.com/2022/08/17/sports/basketball/sabrina-ionescu-liberty-playoffs.html"
"120","Vanessa Bryant Is Suing L.A. County Over Kobe Bryant Crash Photos: What to Know","1660753237000","Bryant, whose husband and daughter died in a 2020 helicopter crash, said county employees shared photos of human remains from the crash, causing her emotional distress.","https://www.nytimes.com/article/kobe-vanessa-bryant-lawsuit.html"
"121","Rodolfo Castro of Pirates Suspended 1 Game for Cellphone Mishap","1660718182000","As Rodolfo Castro slid into third base, his phone shot out of his pocket. He has appealed his suspension for violating M.L.B.’s electronic device policy.","https://www.nytimes.com/2022/08/16/sports/baseball/rodolfo-castro-pirates-suspension.html"
"122","How John DeMarsico Made SNY’s Mets Broadcasts Go Viral","1660746471000","SNY already had some of the best announcers in baseball. John DeMarsico, the network’s director, has made every game feel like a trip to the movies.","https://www.nytimes.com/2022/08/16/sports/baseball/sny-mets-diaz.html"
"123","Can a Tennis Player Share His Heart, and Courts, With Pickleball?","1660622471000","Our columnist grew up playing competitive tennis on Seattle courts that are now caught in the middle of a turf war with pickleball. He took up a paddle to see what all the fuss was about.","https://www.nytimes.com/2022/08/16/sports/tennis/pickleball-tennis-court.html"
"124","Are Jacob deGrom and Max Scherzer the Greatest Pitching Duo Ever?","1660571305000","The Mets finally have both aces in action, and October glory is easy to imagine. Where they will rank as a historic pitching duo will largely depend on their health.","https://www.nytimes.com/2022/08/15/sports/baseball/mets-degrom-scherzer.html"
"125","Brittney Griner’s Defense Team Appeals Drug Conviction in Russia","1660567172000","The appeal process could take months, but a senior Russian diplomat said that talks with the United States about a possible prisoner exchange were underway.","https://www.nytimes.com/2022/08/15/world/europe/brittney-griner-appeals-conviction.html"
"126","Why the N.B.A. Won’t Schedule Games on Election Day in November","1660717462000","More than a dozen N.B.A. arenas were used as voting sites for the 2020 election.","https://www.nytimes.com/2022/08/16/us/politics/nba-games-election-day.html"
"127","How Christy Martin Became Famous, and Later Became Happy","1660793450000","Christy Martin, 54, is largely credited with legitimizing female boxing in the modern era. She also secretly lived a tortured life, and her husband nearly killed her.","https://www.nytimes.com/2022/08/17/sports/fame-boxing-christy-martin.html"
"128","What Will Jamad Fiin Do With Her Influence?","1660793453000","“I’m just trying to get the hang of everything,” said Jamad Fiin, whose talents have upset people’s expectations of what a girl in a hijab can do.","https://www.nytimes.com/2022/08/17/sports/basketball/fame-jamad-fiin-internet-basketball.html"
"129","Kamila Valieva, a Sensation in Beijing, Was an Exploding Star","1660793446000","The Russian teenager was the star of the Beijing Olympics, but disappeared in a flash.","https://www.nytimes.com/2022/08/17/sports/olympics/fame-kamila-valieva-figure-skating.html"
"130","Alexis Argüello Jr., Son of a Champion, Is His Own Man","1660793450000","Being the child of a famous athlete can come with unmatched privileges and unnerving scrutiny.","https://www.nytimes.com/2022/08/17/sports/fame-alexis-arguello-jr-boxing.html"
"131","Kelly Kay Green’s Grand Plan to Jump on the Field at the Super Bowl","1660793447000","Kelly Kay Green wanted to be someone. The internet rewarded a criminal stunt, because of course it did.","https://www.nytimes.com/2022/08/17/sports/football/fame-kelly-kay-green-super-bowl.html"
"132","Kevin Ware Jr. and the Injury That Follows Him Everywhere","1660793445000","Kevin Ware Jr. is best known for breaking his leg in a nationally televised N.C.A.A. tournament game. He is determined not to let the moment define him.","https://www.nytimes.com/2022/08/17/sports/basketball/fame-basketball-kevin-ware-jr.html"
"133","Ron Necciai, Who Struck Out 27, Is Still a Little Bit Famous","1660793448000","Ron Necciai whiffed a whole game’s worth of hitters, then disappeared from the sport. Our writer’s connection to him goes back to his childhood.","https://www.nytimes.com/2022/08/17/sports/baseball/fame-baseball-ron-necciai.html"
"134","FIFA World Cup Qatar 2022 Ticket Sales Top 2.45 Million, 500,000 Still Left","1660831849030","FIFA said 520,000 tickets were bought in a first-come, first-served phase of sales that closed this week. Brazil’s games against Serbia and Cameroon were among the most in-demand","https://www.news18.com/news/football/fifa-world-cup-qatar-2022-ticket-sales-top-2-45-million-500000-still-left-5777533.html"
"135","Cincinnati Open : Emma Raducanu Storms into Third Round, Iga Swiatek Also Through","1660831260030","World number one Iga Swiatek beat former U.S. Open winner Sloane Stephens 6-4 7-5 to start her campaign at the WTA 1000 tournament, the last big tune-up event before the hardcourt major kicks off in New York","https://www.news18.com/news/sports/cincinnati-open-emma-raducanu-storms-into-third-round-iga-swiatek-also-through-5777431.html"
"136","Western & Southern Open: Simona Halep Withdraws Due to Leg Injury","1660827884030","The 30-year-old was set to face Veronika Kudermetova in the second round. As a result, the Russian received a walkover into the round of 16 and will face either Paula Badosa or Ajla Tomljanovic","https://www.news18.com/news/sports/western-southern-open-simona-halep-withdraws-due-to-leg-injury-5776903.html"
"137","Teenage Basketball Player Suffers Multiple Fractures After She Resists Rape Attempt in Punjab's Moga","1660826540030","An 18-year-old basketball player suffered multiple fractures after three youths, who allegedly tried to rape her, pushed her off the roof of a stadium in Punjab’s Moga district","https://www.news18.com/news/sports/teenage-basketball-player-suffers-multiple-fractures-after-she-resists-rape-attempt-in-punjabs-moga-5777017.html"
"138","Bundesliga: Bayern Munich and Borussia Dortmund Setting the Pace in Germany","1660824918030","The two rivals are the only teams remaining with 100% records after two games of the Bundesliga, where they already occupy the places they had at the end of last season – first and second","https://www.news18.com/news/football/bundesliga-bayern-munich-and-borussia-dortmund-setting-the-pace-in-germany-5776513.html"
"139","Transfer News: Giovanni Simeone Joins Napoli on Season-long Loan","1660821816030","Giovanni Simeone is coming off his most prolific season in Serie A after scoring 17 goals for Verona last term","https://www.news18.com/news/football/transfer-news-giovanni-simeone-joins-napoli-on-season-long-loan-5776309.html"
"140","Jonas Vingegaard Having 'Tough Time' after Tour de France Triumph","1660819106030","Jonas Vingegaard has kept a low profile since winning the Tour de France in July and his triumphant return to Copenhagen","https://www.news18.com/news/sports/jonas-vingegaard-having-tough-time-after-tour-de-france-triumph-5775937.html"
"141","La Liga: Barcelona Look to Rebound After Early Setback","1660818804030","The Catalan club enters the second week of the season reeling and looking for ways to rebound. Another setback in a tough visit to Real Sociedad on Sunday could leave the club in a deep hole early on as Barcelona’s closest rivals all won their openers, with defending champion Real Madrid defeating promoted Almería and Atlético Madrid routing Getafe, both in away matches","https://www.news18.com/news/football/la-liga-barcelona-look-to-rebound-after-early-setback-5775817.html"
"142","Transfer News: Wolves Sign Portugal Midfielder Matheus Nunes For Club Record Fee","1660816776030","The Premier League club were understood to have agreed to pay Sporting an initial 45million euros for the 23-year-old, with a further five million euros in potential add-ons","https://www.news18.com/news/football/transfer-news-wolves-sign-portugal-midfielder-matheus-nunes-for-club-record-fee-5775565.html"
"143","Transfer News: Bayern Munich Defender Tanguy Nianzou Completes Sevilla Move","1660815816030","The centre-back arrived from Paris Saint-Germain two years ago but never looked convincing. He was mostly a backup and the arrival of Matthijs de Ligt has lessened his chances of starting","https://www.news18.com/news/football/transfer-news-bayern-munich-defender-tanguy-nianzou-completes-sevilla-move-5775481.html"
"144","Wish My Father Was With Us to See Me Play : Mumbai Khiladis' Gajanan Maruti Shengal","1660815300030","Mumbai Khiladis' Vice-Captain Gajanan Maruti Shengal said he wished his father was alive to see him perform in the Ultimate Kho Kho","https://www.news18.com/news/sports/wish-my-father-was-with-us-to-see-me-play-mumbai-khiladis-gajanan-maruti-shengal-5775361.html"
"145","No Bundesliga Format Changes 'In Near Future', Says Chairman Hans-Joachim Watzke","1660814988030","Watzke did not want to completely rule out reform &quot;at some point&quot; but said &quot;we cannot expect any changes in the next few years. In the near future, I don't see that happening&quot;","https://www.news18.com/news/football/no-bundesliga-format-changes-in-near-future-says-chairman-hans-joachim-watzke-5775175.html"
"146","Western & Southern Open: Emma Raducanu Defeats Victoria Azarenka in Second Round","1660813931030","Less than 24 hours after scoring a first-round win against 23-time Grand Slam champion Williams, Emma Raducanu was back on the court to face another former World No.1 in Victoria Azarenka and was similarly dominant. She dropped just two games in a 6-0, 6-2 win that lasted just 62 minutes to reach Round 3","https://www.news18.com/news/sports/western-southern-open-emma-raducanu-defeats-victoria-azarenka-in-second-round-5774947.html"
"147","Rafael Nadal Not Discouraged by Losing on Return, Says Will Be Ready for US Open","1660812843030","Rafael Nadal is going to be aiming for a record-extending 23rd Gram Slam title at the US Open","https://www.news18.com/news/sports/rafael-nadal-not-discouraged-by-losing-on-return-says-will-be-ready-for-us-open-5774851.html"
"148","Deontay Wilder to Return Against Robert Helenius in October","1660810454030","Deontay Wilder will return to the ring against Robert Helenius since the completion of his trilogy against Tyson Fury ","https://www.news18.com/news/sports/deontay-wilder-to-return-against-robert-helenius-in-october-5774401.html"
"149","LeBron James Agrees Two-year LA Lakers Extension for 97 Million USD: Reports","1660806190030","LeBron James has reportedly agreed to a two-year contract extension with the Los Angeles Lakers","https://www.news18.com/news/sports/lebron-james-agrees-two-year-la-lakers-extension-for-97-million-usd-reports-5773651.html"
"150","Mercedes F1 Boss Toto Wolff Takes Inspiration from Sir Alex Ferguson","1660805536030","Mercedes boss Toto Wolff revealed that he has taken learnings from Manchester United’s era of dominance under Sir Alex Ferguson in order to understand how great teams can sustain their success","https://www.news18.com/news/sports/mercedes-f1-boss-toto-wolff-takes-inspiration-from-sir-alex-ferguson-5771821.html"
"151","Atletico Madrid Reject Manchester United's Offer to Sign Joao Felix: Report","1660803641030","Amid rumours of a bid from Manchester United, Atletico Madrid posted a photo of Joao Felix on social media and wrote ‘Priceless’ in the caption","https://www.news18.com/news/football/atletico-madrid-reject-manchester-uniteds-offer-to-sign-joao-felix-report-5772247.html"
"152","Supreme Court to Hear Appeal of IOA against Delhi HC Order Setting Up Panel to Run it","1660802845030","SC took note of the submissions of the Solicitor General that the appointment of CoA may lead to the IOA's suspension by the International Olympic Committee as it happened in the case of the All India Football Federation","https://www.news18.com/news/sports/supreme-court-to-hear-appeal-of-ioa-against-delhi-hc-order-setting-up-panel-to-run-it-5772811.html"
"153","Champions Chess Tour: Rameshbabu Praggnanandhaa and Magnus Carlsen Neck-and-neck after Third Round","1660802152030","Rameshbabu Praggnanandhaa and Magnus Carlsen are neck-and-neck on a perfect 9/9 score in the FTX Crypto Cup","https://www.news18.com/news/sports/champions-chess-tour-rameshbabu-praggnanandhaa-and-magnus-carlsen-neck-and-neck-after-third-round-5772709.html"
"154","AEW Dynamite Results: Bryan Danielson Slays 'Dragonslayer' Daniel Garcia","1660801510030","Bryan Danielson defeated Daniel Garcia in a best of three falls in a gruelling encounter on HBO Max's House of the Dragon sponsored AEW Dynamite ","https://www.news18.com/news/sports/aew-dynamite-results-bryan-danielson-slays-dragonslayer-daniel-garcia-5772433.html"
"155","Rafael Nadal Loss at Cincinnati Masters Secures Daniil Medvedev's No. 1 Status","1660800988030","Rafael Nadal lost to Borna Coric in the Cincinnati Masters, ending his hopes of overtaking Daniil Medvedev for the world number one rankings","https://www.news18.com/news/sports/rafael-nadal-loss-at-cincinnati-masters-secures-daniil-medvedevs-no-1-status-5772541.html"
"156","US Open: Former Champion Dominic Thiem Among Others in Men's Singles Wild Cards List","1660798466030","Dominic Thiem, among others, got wild cards into the US Open men's singles main draw","https://www.news18.com/news/sports/us-open-former-champion-dominic-thiem-among-others-in-mens-singles-wild-cards-list-5772055.html"
"157","US Open 2022: Venus Williams, Sofia Kenin Lead Women's Singles Wild Cards List","1660796823030","Venus Williams and Sofia Kenin are part of the eight women who have received wild cards for the 2022 US Open women's singles main draw","https://www.news18.com/news/sports/us-open-2022-venus-williams-sofia-kenin-lead-womens-singles-wild-cards-list-5771977.html"
"158","Need to Practice: Rafael Nadal after Shock Loss to Borna Coric at Cincinnati Masters","1660795841030","Rafael Nadal lost to Borna Coric 7-6 (11/9), 4-6, 6-3 in the second round on return after a five-year absence from the ATP and WTA Cincinnati Masters","https://www.news18.com/news/sports/need-to-practice-rafael-nadal-after-shock-loss-to-borna-coric-at-cincinnati-masters-5771899.html"
"159","Ineos Billionaire Jim Ratcliffe 'Potential Buyer' of Manchester United","1660794013030","The Glazers have saddled Manchester United with huge debts after their leveraged buyout in 2005 and have long been accused of taking more out financially than they have invested","https://www.news18.com/news/football/ineos-billionaire-jim-ratcliffe-potential-buyer-of-manchester-united-5771701.html"
"160","UEFA Champions League Qualifiers: Benfica Take Control of Dynamo Kyiv Tie","1660793325030","Benfica defeated Dynamo Kyiv 2-0 in the first leg of their UEFA Champions League play-off tie","https://www.news18.com/news/football/uefa-champions-league-qualifiers-benfica-take-control-of-dynamo-kyiv-tie-5771635.html"
"161","Distracted Nick Kyrgios Crumbles as Andy Murray Falls and Emma Raducanu Rolls","1660792528030","Nick Kyrgios lost 6-3, 6-2 to Taylor Fritz as Andy Murray crashed out and Emma Raducanu won at the ATP and WTA Cincinnati Masters","https://www.news18.com/news/sports/distracted-nick-kyrgios-crumbles-as-andy-murray-falls-and-emma-raducanu-rolls-5771545.html"
"162","Impact Wrestling Extends Partnership With Eurosport India to Broadcast the Promotion's World-Class Content","1660791345030","Eurosport India viewers will be able to enjoy a slate of LIVE IMPACT Plus specials, as well as the promotion’s all-new Hindi-language series ‘Pehlwani Patakha’","https://www.news18.com/news/sports/impact-wrestling-extends-partnership-with-eurosport-india-to-broadcast-the-promotions-world-class-content-5771485.html"
"163","Durand Cup: Odisha FC Thrashes North East United FC 6-0","1660761862030","Jerry netted twice as Nandhakumar, Isak, Diego Mauricio and Thoiba Singh scored one each to help Odisha FC beat NorthEast United FC 6-0 in the Durand Cup","https://www.news18.com/news/sports/durand-cup-odisha-fc-thrashes-north-east-united-fc-6-0-5771179.html"
"164","Indian Olympic Association Discusses HC Order Thoroughly but no Decision on Approaching Apex Court","1660761538030","The Delhi High Court on Tuesday directed the setting up of a three-member CoA to take over the affairs of the IOA, saying its &quot;persistent recalcitrance&quot; to comply with the Sports Code made it imperative that its affairs be put in the hands of the committee","https://www.news18.com/news/sports/indian-olympic-association-discusses-hc-order-thoroughly-but-no-decision-on-approaching-apex-court-5771173.html"
"165","Gaganjeet Bhullar and Rashid Khan are Leading a Large Indian Contingent in Korea","1660760984030","Kim won the SK Telecom Open on the Korean PGA Tour in June on Jeju Island and although this week's USD 1.5 million event is being played at a different venue, Lotte Skyhill Country Club, he has high hopes for the week","https://www.news18.com/news/sports/gaganjeet-bhullar-and-rashid-khan-are-leading-a-large-indian-contingent-in-korea-5771149.html"
"166","Olympiastadion Rises in Awe of Tremendous Sportsmanship Portrayed by Andorran Athlete","1660760583030","During the Men’s 3000m steeplechase event, Nahuel Carabana assisted the injured race leader Axel Vang Christensen to his feet and then carried him off the racetrack after the Dane suffered a calf injury after jumping over a barrier a little over 300m into the race","https://www.news18.com/news/sports/olympiastadion-rises-in-awe-of-tremendous-sportsmanship-portrayed-by-andorran-athlete-5769301.html"
"167","Neeraj Chopra Figures in List of Diamond League Meeting Competitors","1660759982030","Neeraj Chopra missed the Birmingham CWG due to a &quot;minor&quot; groin strain he suffered while winning a historic silver in the World Championships in Eugene, USA last month.","https://www.news18.com/news/sports/neeraj-chopra-figures-in-list-of-diamond-league-meeting-competitors-5771101.html"
"168","Alison Riske-Amritraj Tops the Singles Entry List for the Chennai Open WTA tournament","1660759876030","Apart from Riske-Amritraj, the list of direct acceptances for the singles event includes Belgium's Elise Mertens","https://www.news18.com/news/sports/alison-riske-amritraj-tops-the-singles-entry-list-for-the-chennai-open-wta-tournament-5771047.html"
"169","Thailand Para Badminton International: Pramod Bhagat , Sukant Kadam Reach Semis in Men's Doubles And Quarters in Singles","1660759683030","In the men's doubles, Pramod and Sukant defeated Thailand's Mongkhon Bunsun and Siripong Teamarrom in straight sets with the score line of 21-17 and 22-20, they also defeated France's Faustine Noel and Lucas Mazur in straight sets to secure their semifinals spot","https://www.news18.com/news/sports/thailand-para-badminton-international-pramod-bhagat-sukant-kadam-reach-semis-in-mens-doubles-and-quarters-in-singles-5771077.html"
"170","Ryan Giggs Cites Disciplinary Record in Assault Trial","1660759576030","Giggs claims that injuries sustained by Greville were an accidental result of a three-way tussle between her and her sister over a mobile phone.","https://www.news18.com/news/football/ryan-giggs-cites-disciplinary-record-in-assault-trial-5771035.html"
"171","Anshul Bhatt Wins Triple Gold at U-16 World Youth Bridge Championships","1660759104030","He was awarded the Gold in Overall Performance in the U-16 category. Anshul, who has been playing bridge since the age of six, is the youngest winner of three Gold medals at the World Bridge championships where participants from over 30 countries took part","https://www.news18.com/news/sports/anshul-bhatt-wins-triple-gold-at-u-16-world-youth-bridge-championships-5771029.html"
"172","Gokulam Kerala Writes to the Prime Minister, Contacts the Sports Ministry, and Receives a 48-hour AFC extension in Tashkent","1660758710030","The team manager spoke as the players stood beside as a tight-knit unit adamant on not giving up hope in a game they were not expecting to be part of. The impassioned plea worked, as the ministry promptly took up the matter with the AFC, which offered the team an extension of 48 hours in Tashkent","https://www.news18.com/news/sports/gokulam-kerala-writes-to-the-prime-minister-contacts-the-sports-ministry-and-receives-a-48-hour-afc-extension-in-tashkent-5770861.html"
"173","Gujarat CM Bhupendra Patel Honours CWG Medallists From State","1660758486030","Harmit Desai, who won the gold in the table tennis team event, was awarded Rs 35 lakh; Bhavina Patel, the gold medallist in the para table tennis singles event, received Rs 25 lakh; while bronze medallist para athlete Sonal Patel was presented a cheque of Rs 10 lakh. Yasmika Bhatia and Radha Yadav, members of the women's cricket team received 5 lakh each","https://www.news18.com/news/sports/gujarat-cm-bhupendra-patel-honours-cwg-medallists-from-state-5770981.html"
"174","Ultimate Kho Kho: Gujarat Giants Ease Past Mumbai Khiladis","1660757797030","The Ranjan Shetty-led Gujarat Giants notched up a dominating 18-point win. They had earlier defeated Mumbai Khiladis by 25 points in the league opener","https://www.news18.com/news/sports/ultimate-kho-kho-gujarat-giants-ease-past-mumbai-khiladis-5770951.html"
"175","Jungle Rumble: Vijender Singh Knocks Eliasu Sulley Out to Return to Winning Ways","1660756479030","The 36-year-old Beijing Olympics bronze medallist needed only five minutes and seven seconds to dispatch the Ghanian, who till now had a 100 per cent knockout record","https://www.news18.com/news/sports/jungle-rumble-vijender-singh-knocks-eliasu-sulley-out-to-return-to-winning-ways-5770897.html"
"176","Mike Tyson is Seen in a Wheelchair After Predicting his Death'Really Soon'","1660753035030","The 56-year-old was wheeled through the terminal at Miami International Airport. He was carrying a walking stick with him while posing for selfies with fans","https://www.news18.com/news/sports/mike-tyson-is-seen-in-a-wheelchair-after-predicting-his-deathreally-soon-5770747.html"
"177","Khelo India Junior Women's Swimming Challenge Series to be Held Across 5 Zones","1660751568030","This is the first time ever that a Swimming Zonal Competition of this magnitude is being organized for the Junior (U-18) and Youth (U-15) categories for girls. The total entries across all events and zones are over 2000","https://www.news18.com/news/sports/khelo-india-junior-womens-swimming-challenge-series-to-be-held-across-5-zones-5770693.html"
