"Id","Title","Time","Description","Link","ClusteredNumber","Category"
"38","Mild electric shocks to the brain may protect older people from memory loss","1661183817000","Researchers suggest this treatment could help Alzheimer’s patients but critics are unsureGiving mild electric shocks to the brain could protect older people from short-term and long-term memory loss, research suggests. It remains unclear as to whether the approach could help people with dementia. Robert Reinhart, an assistant professor at Boston University and a co-author of the study, said memory loss was a normal symptom of cognitive decline experienced as we age, and that forgetfulness could affect decision-making, planning and learning, for example. Continue reading...","https://www.theguardian.com/science/2022/aug/22/mild-electric-shocks-to-the-brain-may-protect-older-people-from-memory-loss","30","SCIENCE"
"39","Dogs produce tears when reunited with owners, study finds","1661180436000","Research is first to demonstrate positive emotion provoking tears in a non-humanIf your canine companion ain’t nothing but a hound dog, crying all the time, it may be because they are brimming with emotion.Researchers in Japan say they have found that dogs produce tears when reuniting with their owners. What’s more, the blubbing appears to be linked to levels of the “bonding hormone” oxytocin. Continue reading...","https://www.theguardian.com/science/2022/aug/22/dogs-produce-tears-when-reunited-with-owners-study-finds","31","SCIENCE"
"40","Map may prove ‘Welsh Atlantis’ rooted in fact, say academics","1661100362000","Professors say two islands in Cardigan Bay are clearly marked on the Gough map held at Bodleian libraryIt is believed to be the Welsh Atlantis, a lost land lying below the water at Cardigan Bay. For at least 800 years, tales have been told of the legend of Cantre’r Gwaelod, but evidence that it really existed has been scant.Now, a medieval map depicting two islands off the Ceredigion coast provides some proof that the legend may be rooted in historical fact, according to a BBC report. Continue reading...","https://www.theguardian.com/uk-news/2022/aug/21/gough-map-welsh-atlantis-academics-cardigan-bay","32","SCIENCE"
"41","Patients’ voices should be at the heart of medical practice | Letter","1661098278000","The treatment of long Covid offers an opportunity to use patient insight to shape how health conditions are treated, writes Stephanie SchreiberBen Bravery’s call to put patient perspective at the heart of medicine is spot-on and prescient, given the legacy of the Covid pandemic, which has left millions with stubborn Covid-related symptoms (As a cancer patient, I felt dismissed by doctors. As a doctor, I am desperate for the system to change, theguardian.com, 13 August). He is absolutely right to recommend a patient-led approach for doctors, but this is also necessary for all health and social care providers.The treatment for those with long Covid and other post-Covid issues presents a once- in-a-generation opportunity to use patient insight to shape how complex health conditions are treated. Two years into my own long Covid recovery, I was invited by Health Systems Innovation Lab at London South Bank University to take part in a series of workshops involving health and social care professionals (including clinicians). We worked to improve pathways of support. The success of this project has directly led to a new plan to embed patient input into their work. Continue reading...","https://www.theguardian.com/society/2022/aug/21/patients-voices-should-be-at-the-heart-of-medical-practice","33","SCIENCE"
"42","Scientists hope nasal vaccines will help halt Covid transmission","1660975232000","Unlike jabs, nasal vaccines target the respiratory tract, the body’s first line of defence against infectionPeople who receive a Covid booster dose in the UK next month will be among the first in the world to receive Moderna’s dual-variant vaccine, which protects against two strains of the virus. But scientists say there is a misconception that this latest vaccine is an upgrade on what has come before.The evolution of the Covid virus to be more transmissible and better evade immunity is outpacing even innovative mRNA vaccines such as Moderna’s. The current generation of vaccines remain essential to protect us against severe illness and death. But when it comes to controlling infection, we are in a situation equivalent to running at a steady speed on a treadmill that is accelerating. Continue reading...","https://www.theguardian.com/world/2022/aug/20/covid-nasal-vaccines-scientists-hope-help-halt-transmission","34","SCIENCE"
"43","Covid linked to longer-term elevated risk of brain fog and dementia","1660775429000","Study finds that unlike anxiety and depression, conditions including brain fog, dementia and psychosis, are still more likely two years onMillions of people who have had Covid-19 still face a higher risk of neurological and psychiatric conditions, including brain fog, dementia and psychosis, two years after their illness, compared with those who have had other respiratory infections, according to the single largest study of its kind.They also face an increased risk of anxiety and depression, the research suggests, but this subsides within two months of having Covid-19. Over two years the risk is no more likely than after other respiratory infections. The findings are published in the Lancet Psychiatry journal. Continue reading...","https://www.theguardian.com/world/2022/aug/17/covid-longer-term-elevated-risk-brain-fog-dementia-study","35","SCIENCE"
"44","From nasal vaccines to pills: the next defences against Covid","1660580626000","Analysis: a bivalent vaccine has been approved and research is being carried out into possible pan-coronavirus vaccinesWhen the autumn booster programme begins next month, many people are likely to receive Moderna’s new bivalent vaccine, designed to protect against the original Covid strain and the more transmissible Omicron variant. As Covid continues to evolve, so will vaccination strategies. Here we look at some of the developments in the pipeline. Continue reading...","https://www.theguardian.com/world/2022/aug/15/from-nasal-vaccines-to-pills-the-next-defences-against-covid","36","SCIENCE"
"45","Sleepless nights make people more selfish and asocial – study","1661277612000","Losing even one hour of rest reduces ‘innate desire of humans to help one another’, US research findsWhen Ebenezer Scrooge woke up on Christmas Day after a fitful night’s sleep, he realised he must renounce his stingy ways.Unfortunately, the same is unlikely to happen for the rest of us, according to research suggesting sleepless nights make us more selfish.  Continue reading...","https://www.theguardian.com/lifeandstyle/2022/aug/23/sleepless-nights-make-people-more-selfish-and-asocial-study","37","SCIENCE"
"46","Terrifying ghosts or new Björk? What Nasa’s black hole recording sounds like","1661238875000","Eerie audio emanating from the Perseus cluster reminds social media users of sci-fi films and hungry stomachsIf you were content to go through life without knowing what a supermassive black hole sounds like (perhaps because of its scary name or a desire not to think about endless darkness), your luck has run out.On Sunday Nasa released an audio clip that represents actual sound waves emanating from the enormous black hole at the centre of the Perseus galaxy cluster, which is more than 200m light years away. Continue reading...","https://www.theguardian.com/science/2022/aug/23/terrifying-ghosts-or-new-bjork-what-nasas-black-hole-recording-sounds-like","38","SCIENCE"
"47","New cancer treatment offers hope to patients out of options","1661144429000","Exclusive: UK trial finds finds combination of drugs can work where tumours have become resistant to immunotherapyA new cancer treatment can stop the disease advancing in patients who are resistant to immunotherapy, doctors have discovered.Immunotherapy uses the immune system to target and kill cancer cells, and can save lives when other treatment options, such as surgery, radiotherapy or chemotherapy, have failed. However, it cannot help all patients, and some tumours can evolve to resist it.Now oncologists in the UK have found a two-pronged treatment – immunotherapy combined with guadecitabine, a novel experimental drug – can reverse a cancer’s resistance to immunotherapy. Patients expected to die after exhausting all treatment options survived much longer, they found.The combination of pembrolizumab, an immunotherapy drug, and guadecitabine, a next-generation DNA hypomethylating agent, halted the advance of cancer in more than a third of patients enrolled in the early phase 1 trial. The results are published in the Journal for ImmunoTherapy of Cancer.The dual combination could become an effective new weapon against several forms of cancer, experts at the Institute of Cancer Research and Royal Marsden NHS foundation trust said.Patients in the trial, from the Royal Marsden and University College London hospital, included those with lung, breast, prostate and bowel cancer.“I think one of the most important things about this trial is that we used multiple different methods to look for changes in the immune system, robustly showing that it was being influenced by the combination treatment,” the study’s chief investigator, Prof Johann de Bono, said.De Bono, a professor of experimental cancer medicine at the Institute of Cancer Research and a consultant medical oncologist at the Royal Marsden, added: “In the long term we hope that if these effects are confirmed in other patient groups and future studies, guadecitabine and pembrolizumab could help to tackle some of the resistance to immunotherapy we see in too many types of cancer.”The study used pembrolizumab and guadecitabine to treat 34 cancer patients, 30 of whom had their tumours analysed for immune activity and cancer growth. Every three weeks for three years, they had an injection of guadecitabine for four days in a row – and pembrolizumab on the first of those days.Pembrolizumab is an immune checkpoint inhibitor drug that has already proved successful in treating a range of cancers, including lung and skin cancers. However, tumours can develop resistance to it and some patients who initially benefit will eventually get sicker. Continue reading...","https://www.theguardian.com/science/2022/aug/22/new-cancer-treatment-offers-hope-to-patients-immunotherapy-resistant","39","SCIENCE"
"48","Resurrecting the Tasmanian tiger may be a noble idea – but what about preserving existing species? | Adam Morton","1661103015000","While de-extinction research may benefit conservation efforts overall, we shouldn’t have to rely on it to give a wildlife a futureGet our free news app, morning email briefing or daily news podcastThere is a beautiful, heartbreaking scene near the end of the 2011 movie The Hunter. Shot in Tasmania, the film tells the story of a mercenary hired by a global biotech company to find, take DNA samples from, and destroy a thylacine that is rumoured to have survived deep in the state’s wilderness.When the last Tasmanian tiger appears in CGI form at the movie’s climax, walking slowly and alone through the snow, the impact of seeing the lost species in its natural habitat is quietly devastating. The mercenary, played by Willem Dafoe, makes an equally devastating, and complicated, choice. Continue reading...","https://www.theguardian.com/environment/commentisfree/2022/aug/21/resurrecting-the-tasmanian-tiger-may-be-a-noble-idea-but-what-about-preserving-existing-species","40","SCIENCE"
"49","The Guardian view on de-extinction: Jurassic Park may be becoming reality | Editorial","1660929916000","We should be keeping endangered species alive rather than bringing animals back from extinctionThe last official sighting of a Tasmanian tiger in the wild occurred in 1930, when it was shot by a farmer. The marsupials, formally known as thylacines, were hunted to extinction by European settlers who considered them a threat to their sheep and poultry. However, the 6ft-long creatures may reappear if a group of biotechnologists have their way.The company Colossal Biosciences, along with researchers from the University of Melbourne, plans to “de-extinct” the thylacine by using gene-editing technology. Australia has the fastest rate of mammal extinction in the world; disappearances are down to the arrival of foreign species and wildfires linked to the climate crisis. Scientists argue that in Tasmania the loss of the thylacine left the numbers of smaller marsupials unchecked, leading to over-grazing and threatening a fragile ecological balance. Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/19/the-guardian-view-on-de-extinction-jurassic-park-may-be-becoming-reality","41","SCIENCE"
"50","They want to bring the Tasmanian tiger BACK TO LIFE! If this was a movie the scientists would be caught up in a sinister plot | First Dog on the Moon","1660887032000","Not on my watch!Sign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/19/they-want-to-bring-the-tasmanian-tiger-back-to-life-if-this-was-a-movie-the-scientists-would-be-caught-up-in-a-sinister-plot","42","SCIENCE"
"51","Thanks to Brexit, I lost a €2.5m research grant. I fear for the future of UK science | José R Penadés","1660820445000","In rejecting EU funding programmes, Britain has jeopardised research and made itself far less attractive to overseas scientists In March, I was given a great scientific opportunity: a €2.5m grant from the European Research Council (ERC) to study how disease-causing bacteria swap genes with each other to become more infective, or evade treatments such as antibiotics. The ERC advanced grant is a very prestigious award, and it meant that I and the scientists at my lab at Imperial College London could finally get to work on questions and experiments we had been planning for the past few years.But just a few weeks later I was informed that the funding was in jeopardy. Because the UK failed to negotiate an agreement to remain in the EU’s Horizon Europe funding programme – which it had previously committed to doing – my grant, along with those of 142 other UK-based scientists, couldn’t be taken up in this country.José R Penadés is professor of microbiology at Imperial College London and the director of the MRC Centre for Molecular Bacteriology and Infection Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/18/brexit-research-grant-uk-science-jeopardy","43","SCIENCE"
"52","How did mammals come to rule the world? – podcast","1661227251000","About 325 million years ago, when Britain sat near the equator as part of the supercontinent Pangaea, two populations of a small, scaly, swamp-dwelling creature separated from each other. One of these lineages, over millions and millions of years, evolved into mammals. Our ancestors shared the planet with dinosaurs, survived an asteroid and made it through an ice age. This fascinating history is documented in The Rise and Reign of the Mammals, a new book by the palaeontologist Prof Steve Brusatte. The Guardian science correspondent Nicola Davis talks to Madeleine Finlay about her visit with Brusatte and what she learned about the strange mammals that once walked the Earth. What might their past reveal about their future in a rapidly changing world? Continue reading...","https://www.theguardian.com/science/audio/2022/aug/23/how-did-mammals-come-to-rule-the-world-science-weekly-podcast","44","SCIENCE"
"53","From the archive: Will Silicon Valley help us live to 200 and beyond? – podcast","1660795235000","‘In this world nothing can be said to be certain, except death and taxes.’ While Benjamin Franklin’s quote remains true for most, the same might not be said for some of the world’s billionaires. And their efforts to extend life are under way too. Most recently, a Silicon Valley startup called Altos Labs signed up a dream team of scientists, including numerous Nobel laureates, with an aim to rejuvenate human cells.In this episode from February 2022, Ian Sample speaks to Prof Janet Lord about the science of ageing, extending our health as well as our lifespans, and how old we could actually goArchive: TEDx Talks, Bloomberg Studio 1.0, Lifespan News, Lance Hitchings Continue reading...","https://www.theguardian.com/science/audio/2022/aug/18/from-the-archive-will-silicon-valley-help-us-live-to-200-and-beyond-podcast","45","SCIENCE"
"54","From the archive: What are the hidden costs of our obsession with fish oil pills? | podcast","1660622447000","They may be one of the world’s favourite supplements but, according to a study from earlier this year, more than one in 10 fish oil capsules are rancid. Most of the oil comes from Peruvian anchovetas, a type of anchovy that is also used to feed pigs, poultry and farmed fish. And despite catching more than 4m tonnes a year of anchovetas to cater to the global demand, large industry players want to scale this up even further.In this episode from January 2022, Madeleine Finlay speaks to environment journalist Richa Syal about why so many fish oil pills are rancid, and hears from journalist Dan Collyns in Chimbote, Peru, about how the industry is affecting the local environment and its residentsArchive: The Doctors, ICIJ, Frontline PBS Continue reading...","https://www.theguardian.com/science/audio/2022/aug/16/from-the-archive-what-are-the-hidden-costs-of-our-obsession-with-fish-oil-supplements","46","SCIENCE"
"55","Wednesday briefing: The telescope revealing the secrets of the universe","1661318882000","In today’s newsletter: After the James Webb space telescope sends extraordinary images of Jupiter, astrophysicist Dr Becky Smethurst explains why it’s so importantGood morning. I was going to email you this morning about Liz Truss, but the idea filled me with such dread that I thought: sod it, let’s do the ineffable mysteries of the universe instead.On Christmas Day last year, 30 years after its conception, the James Webb space telescope launched from French Guiana. On 28 December, it went past the moon. On 24 January, it fired its thrusters for five minutes and settled into its final orbit about 1.5m km from Earth. On 12 July, after months of painstaking setup, it produced its first image – showing us, for the first time, faraway galaxies as they were more than 13bn years ago.Food | Companies at the centre of the global grain trade have enjoyed a record bonanza amid soaring food prices around the world, prompting calls for a windfall tax. The figures renewed concerns of profiteering and speculation in global food markets that could put staples beyond the reach of the poorest.UK News | An attempted public murder of a senior gang member caused a nine-year-old girl to be mistakenly shot dead while being shielded by her mother inside her Liverpool home, the Guardian has learned. Bouquets and cards were left outside the home of Olivia Pratt-Korbel amid widespread horror in her city at the killing.Conservatives | Liz Truss has refused to commit to appointing an ethics adviser if she became prime minister, saying she has “always acted with integrity”. The previous ethics adviser, Christopher Geidt, quit in June after conceding Boris Johnson may have broken the ministerial code over the Partygate scandal.UK News | The student nurse Owami Davies, who had been missing for nearly seven weeks, has been found “safe and well”, the Met police has said. Concerns had grown for the 24-year-old’s safety since she was last seen on 7 July.Coronavirus | Twice as many deaths involving Covid occurred this summer as last summer, according to analysis of new data. Some 5,700 Covid deaths have been registered since 8 June – but rates have fallen in recent weeks. Continue reading...","https://www.theguardian.com/world/2022/aug/24/wednesday-briefing-the-telescope-revealing-the-secrets-of-the-universe","47","SCIENCE"
"56","Women were the first brewers, yet the history of alcohol comes with a double shot of sexism","1661086809000","The story of women’s involvement with alcohol – both making and drinking it – is one of male control, says Mallory O’Meara“Wait, there aren’t any books about the history of women and drinking? Seriously?”I was texting my best friend to complain after I finished reading yet another cocktail history book that seemed to forget women exist. Months earlier, she had introduced me to the world of craft drinks. After years of being too intimidated to ask a bartender for anything more interesting than a vodka soda, I became immediately fascinated. There was so much talent and alchemy in the making of a cocktail that, for the first time in my life, I began to think more deeply about alcohol. I wanted to try more drinks, visit more bars, and most importantly, I wanted to learn. Continue reading...","https://www.theguardian.com/lifeandstyle/2022/aug/21/women-were-the-very-first-brewers-yet-the-history-of-alcohol-comes-with-a-double-shot-of-sexism","48","SCIENCE"
"57","Did you solve it? Could it be logic?","1661184037000","The answers to today’s puzzlesToday’s three questions are variations of classic logic puzzles that used a cheap Take That reference as clickbait. Here’s my excuse.1. The fork in the road Continue reading...","https://www.theguardian.com/science/2022/aug/22/did-you-solve-it-could-it-be-logic","49","SCIENCE"
"58","Can you solve it? Could it be logic?","1661148664000","(Solving) it only takes a minute, girlUPDATE: Solutions can be read hereApologies for those of you who are here to read about Take That. In this column’s defence, it is a continual challenge to find a funny headline with the world ‘logic’ in it.Today’s three puzzles require logical thinking. You may have heard the first one before. Still, it is a brilliant example of the elegance of this type of conundrum. Continue reading...","https://www.theguardian.com/science/2022/aug/22/can-you-solve-it-could-it-be-logic","50","SCIENCE"
"59","Did you solve it? Do you have the mind of an engineer?","1659974497000","The solutions to today’s puzzlesEarlier today I set you five ‘reverse engineering’ picture puzzles, in which I presented pictures of five structures and asked you to explain why they were built in that way. Below are the questions and the correct answers, but please do scroll below the line in the original article because some of the comedy wrong answers are very funny. Feel free to add to the tally at the bottom of this article too. 1. Baffling bridge. Continue reading...","https://www.theguardian.com/science/2022/aug/08/did-you-solve-it-do-you-have-the-mind-of-an-engineer","51","SCIENCE"
"60","Can you solve it? Do you have the mind of an engineer?","1659939169000","Baffling bridges and strange structuresUPDATE: You can read the answers hereIf you have ever strolled along the Macclesfield canal you may have walked across a ‘snake bridge’, like the one above, in which one side of the towpath spirals backward.The question is: why did they build bridges like this? Continue reading...","https://www.theguardian.com/science/2022/aug/08/can-you-solve-it-do-you-have-the-mind-of-an-engineer","52","SCIENCE"
"61","Zoom in: national science week prize puts photography under the microscope – in pictures","1660612987000","Lab-grown spinal cords and glowing fish larvae are among the incredible images from the researchers at the Australian Institute for Bioengineering and Nanotechnology at Queensland University, as they celebrate national science week with an annual competition to find the best pictures taken under the microscope Continue reading...","https://www.theguardian.com/science/gallery/2022/aug/16/zoom-in-national-science-week-prize-puts-photography-under-the-microscope-in-pictures","53","SCIENCE"
"62","Space debris found on farm in Australia believed to be from Elon Musk's SpaceX mission – video","1659424388000","The Australian Space Agency is investigating space debris found in farmland in the Snowy Mountains in southern NSW, after being notified by an astrophysicist who believes it to be from a&nbsp;SpaceX&nbsp;mission.LATEST NEWS: SpaceX capsule confirmed as source of debris that crashed on Australian farmDr Brad Tucker, an astrophysicist at the Australian National University, received a call last Thursday from Mick Miners and Jock Wallace, two sheep farmers in the small town of Dalgety, who reported having found a scorched object.&nbsp;Their report matched a SpaceX spacecraft which re-entered the earth’s atmosphere at 7am on 9 July, 20 months after its&nbsp;launch in November 2020► Subscribe to Guardian Australia on YouTube‘Like an alien obelisk’: space debris found in Snowy Mountains paddock believed to be from SpaceX missionUS and Australia to launch second joint spy satellite from site in New Zealand Continue reading...","https://www.theguardian.com/science/video/2022/aug/02/space-junk-found-on-australian-farm-believed-to-be-from-elon-musks-spacex-mission-video","54","SCIENCE"
