"Id","Title","Time","Description","Link"
"27","'My Life as a Rolling Stone' shines a stadium-worthy spotlight on the Rolling Stones","1659797660000","""The Beatles: Get Back"" set a very high bar for musical nostalgia, but ""My Life As a Rolling Stone"" is no slouch, breaking the four band members into their own dedicated hours, with extensive access to the three surviving members and a who's who of rock voices serving as the chorus. Yes, you can't always get what you want, but for Rolling Stones fans, this should come close.","https://www.cnn.com/2022/08/06/entertainment/my-life-as-a-rolling-stone-review/index.html"
"28","'A League of Their Own' gets a makeover in an ambitious but uneven Amazon series","1660238609000","Thirty years later, ""A League of Their Own"" receives a major makeover in a narratively ambitious but uneven Amazon series, providing timely filters on the World War II-era drama while dialing down the laughs. Specifically, the show considers what it was like to be a lesbian or Black during that period, operating along parallel tracks on a slow march through the season.","https://www.cnn.com/2022/08/11/entertainment/a-league-of-their-own-review/index.html"
"29","How to adapt Jane Austen -- and why it's so hard to get right","1659874409000","It's an act braver than marrying for love, riskier than running away with Mr. Wickham and plainer than Anne Elliot to adapt Jane Austen's beloved, essential books for the screen. ","https://www.cnn.com/2022/08/07/entertainment/jane-austen-adaptations-persuasion-fire-island-cec/index.html"
"30","'Right to Offend' charts the 'Black Comedy Revolution' from the '60s through today","1656509268000","""Right to Offend: The Black Comedy Revolution"" conspicuously overlaps with other recent documentaries, including projects devoted to the legacies of Dick Gregory and Bill Cosby. Yet this two-part A&E production stands out in contemplating the unique role that Black comedians have played in calling out injustice and giving voice to how society has changed across decades.","https://www.cnn.com/2022/06/29/entertainment/right-to-offend-black-comedy-revolution-review/index.html"
"31","Live! Sonam Kapoor opens up on being trolled for maternity shoot","1661134624030","","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/ranveer-singh-kangana-ranaut-suhana-khan-kartik-aaryan-hrithik-roshan-aishwarya-rai-priyanka-chopra-alia-bhatt-ranbir-kapoor/liveblog/93698364.cms"
"32","Meera Chopra on Nudity, LSC, and more","1661068164030","Meera Chopra has not been interviewed for a while now. But the great part of talking to her is that once she settles down for a chat, she talks a lot and she talks from her heart. In our #BigInterview this week, Meera is at her unfiltered best and we bet that you will love to watch the conversation in the video below. We caught up with her at her Andheri apartment, which has been beautifully done up. During the course of this interview, Meera did not bat an eyelid at a single question. That's why this interview is absolutely honest. Watch it!","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/meera-chopra-on-nudity-laal-singh-chaddha-mismatched-couples-i-am-not-single-big-interview/articleshow/93689237.cms"
"33","FILMFARE reacts to malicious comments","1661102920030","After Kangana Ranaut made malicious remarks against Filmfare Awards, the magazine in its response, clarified that there was no 'insinuation of an award being given to her or any request for performance at the event made.'","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/filmfare-reacts-to-unwarranted-and-malicious-comments/articleshow/93695549.cms"
"34","A look at Nargis Fakhri’s style game","1661139000030","A look at Nargis Fakhri’s style game on Instagram","https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/a-look-at-nargis-fakhris-style-game-on-instagram/photostory/93692990.cms"
"35","Zomato apologises after row over Hrithik ad","1661081832030","Hrithik Roshan's commercial for online food delivery firm Zomato sparked a religious controversy. The Confederation of All India Traders (CAIT) has accused the 'War' actor and the food delivery app for ""misleading and cheating the people"" through the advertisement.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/food-delivery-company-zomato-apologises-after-row-over-hrithik-roshan-ad-mahakal-restaurant-and-not-the-revered-shree-mahakaleshwar-temple/articleshow/93691972.cms"
"36","Sushmita celebrates b'day of her godson: PIC","1661138826030","Sushmita Sen took to her Instagram handle to share a sweet picture with her family as they got together to celebrate the birthday of her Godson Amadeus.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sushmita-sen-shares-a-sweet-family-photo-as-she-celebrates-the-birthday-of-her-godson-amadeus/articleshow/93699791.cms"
"37","Sonam on dividing parenting duties with Anand","1661142445030","Sonam Kapoor and Anand Ahuja are embracing the best days of their parenthood with the arrival of their newborn baby boy. The actress had earlier shared how Anand and she will be dividing parenting duties and will work as a team in bringing up their child.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sonam-kapoor-opens-up-about-dividing-parenting-duties-with-anand-ahuja/articleshow/93700702.cms"
"38","Krishna Shroff on her equation with Disha","1661141589030","Reports of Tiger Shroff and Disha Patani’s alleged break-up have been rocking the headlines for quite some time now. However, the actors have maintained silence over the speculations so far.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/amid-tiger-shroff-and-disha-patanis-break-up-reports-krishna-shroff-spills-the-beans-on-her-equation-with-the-ek-villain-returns-actress/articleshow/93700480.cms"
"39","9 Times Genelia D'souza made heads turn","1661139000030","9 Times Genelia D'souza made heads turn in ethnic outfits","https://timesofindia.indiatimes.com/entertainment/marathi/web-stories/9-times-genelia-dsouza-made-heads-turn-in-ethnic-outfits/photostory/93694194.cms"
"40","Raashi Khanna looks sensual in white:See pics","1661128200030","Flip through latest pictures of Tollywood actress Raashi Khanna looking scintillating in white","https://timesofindia.indiatimes.com/entertainment/telugu/web-stories/raashi-khanna-looks-sensual-in-white-see-pics/photostory/93675700.cms"
"41","PC cradles daughter Malti; Anushka reacts","1661137768030","Priyanka Chopra Jonas is embracing motherhood with her newborn baby Malti.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/priyanka-chopra-jonas-cradles-her-daughter-malti-with-all-the-affection-anushka-sharma-sends-in-love/articleshow/93699533.cms"
"42","Hrithik twins in black cap with Saba Azad","1661137462030","Hrithik Roshan was recently clicked outside a multiplex chain in the city. He was accompanied by his girlfriend Saba Azad. The couple was reportedly there to watch the trailer of the actor’s upcoming film, ‘Vikram Vedha’.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/hrithik-roshan-twins-in-black-cap-with-girlfriend-saba-azad-as-they-get-snapped-outside-a-cinema-hall-in-the-city-see-photos/articleshow/93699476.cms"
"43","Stunning pictures of Sharvari","1661099400030","These pictures of Sharvari will make you fall in love with her","https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/these-pictures-of-sharvari-will-make-you-fall-in-love-with-her/photostory/93691346.cms"
"44","Rabia Khan: I am Jiah Khan's voice","1661072176030","A few days ago, Jiah Khan's suicide case had a new development as her mother Rabia Khan gave a testimony to the special CBI court in Mumbai. She alleged that the main accused Sooraj Pancholi used to physically and verbally abuse her daughter. Following that, reports surfaced that a psychologist had submitted a report to the CBI court that a previous interview with Sooraj, where the psychologist had to evaluate information from the actor, was incomplete and fabricated because of Sooraj's alleged lack of cooperation.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/jiah-khans-mother-rabia-khan-the-man-who-claimed-to-love-jiah-is-maligning-her-image-exclusive/articleshow/93690202.cms"
"45","JLo-Ben's pics as bride & groom go viral","1661090445030","Hollywood stars Ben Affleck and Jennifer Lopez, on Saturday, tied the knot for the second time in Georgia at the actor's lavish property.","https://timesofindia.indiatimes.com/entertainment/english/hollywood/news/jennifer-lopez-and-ben-affleckss-pictures-as-bride-and-groom-go-viral-on-internet/articleshow/93693976.cms"
"46","Kartik has not hiked his fee: Filmmaker","1661090747030","That Kartik Aaryan has hiked his remuneration for his upcoming films was the big news from Bollywood yesterday. It was reported that after the success of Bhool Bhulaiyaa 2, the young star had decided to increase his remuneration and that he was acting pricey. Not just that, it was also reported that Kartik was recommending that the makers of Freddy opt for an OTT release.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/kartik-aaryan-has-not-hiked-his-fee-reveals-a-filmmaker-working-with-the-star-exclusive/articleshow/93694135.cms"
"47","Check out Keerthy Suresh’s latest selfies","1661103000030","Keerthy Suresh’s selfies will drive away your Monday blues. 'Vaashi' actress looks radiant in these selfies.","https://timesofindia.indiatimes.com/entertainment/malayalam/web-stories/keerthy-sureshs-selfies-will-drive-away-your-monday-blues/photostory/93674814.cms"
"48","’10 pictures of Nayanthara and Vignesh Shivan","1661095800030","Actress Nayanthara and director Vignesh Shivan really do serve come cute PDA on social media","https://timesofindia.indiatimes.com/entertainment/telugu/web-stories/10-pictures-of-nayanthara-and-vignesh-shivan-that-belong-in-a-rom-com/photostory/93659754.cms"
"49","Video: Sara showcases her boxing skills","1661088917030","Sara Ali Khan is a fitness freak and likes to work out daily to keep herself fit and maintain her physique. On Sunday, Sara ​​shared a video showcasing her boxing skills on Instagram. In the video, the actress can be seen donning a black sports bra teamed with red gym shorts and funky shoes.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sara-ali-khan-showcases-her-boxing-skills-in-her-latest-instagram-video/articleshow/93693494.cms"
"50","Vivek Agnihotri on B'wood's darkest secrets","1661072497030","Filmmaker Vivek Agnihotri recently reacted to Anurag Kashyap's comment on The Kashmir Files’ Oscars nomination. And now, Vivek posted a long note on Twitter and titled it ‘Bollywood An inside story’.","https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/vivek-agnihotri-reveals-bollywoods-darkest-secrets-says-its-underbelly-is-so-dark-that-a-common-man-cant-fathom/articleshow/93690255.cms"
"51","‘Jailer’: First look of Rajinikanth in director Nelson’s film is out ","1661149392000","Produced by Sun Pictures, composer Anirudh Ravichander is also on board, and shooting of the film starts today","https://www.thehindu.com/entertainment/movies/jailer-first-look-of-rajinikanth-in-director-nelsons-film-is-out/article65796404.ece"
"52","Ryan Gosling in talks to join Margot Robbie in new &#039;Ocean&#039;s Eleven&#039; movie. ","1661088773000","‘Bombshell’ helmer Jay Roach is attached to direct the movie","https://www.thehindu.com/entertainment/movies/ryan-gosling-in-talks-to-join-margot-robbie-in-new-oceans-eleven-movie/article65794319.ece"
"53","Nude photos row | Actor Ranveer Singh seeks more time to join probe ","1661084988000","The FIR was registered against Singh at Chembur police station last month.","https://www.thehindu.com/entertainment/nude-photos-row-actor-ranveer-singh-seeks-more-time-to-join-probe/article65794087.ece"
"54","Pakistan singer Nayyara Noor, adored by millions from both sides of the border, dies aged 71 ","1661101224000","Born in Guwahati in 1950, Pakistani singer Nayyara Noor was adored by millions from both Pakistan and India","https://www.thehindu.com/entertainment/art/pakistan-singer-nayyara-noor-adored-by-millions-from-both-sides-of-the-border-dies-aged-71/article65793914.ece"
"55","Chiranjeevi’s ‘Bhola Shankar’ to release on April 14, 2023 ","1661077312000","The film has Keerthy Suresh and Tamannaah Bhatia playing the female leads","https://www.thehindu.com/entertainment/movies/chiranjeevis-bhola-shankar-to-release-on-april-14-2023/article65793888.ece"
"56","‘Love 360’ movie review: Melodrama and unconvincing writing spoil it all ","1661078678000","Had the narrative been tighter and nuanced, Shashank’s attempts at holding the audience’s attention would have been more fruitful","https://www.thehindu.com/entertainment/movies/love-360-movie-review-melodrama-and-unconvincing-writing-spoil-it-all/article65793842.ece"
"57","Elijah Wood joins &#039;Yellowjackets&#039; season 2 ","1661071325000","The actor will be seen in a season-long guest role on the Emmy-nominated drama series","https://www.thehindu.com/entertainment/movies/elijah-wood-joins-yellowjackets-season-2/article65793773.ece"
"58","Dan Levy joins &#039;Sex Education&#039; season 4 ","1661068946000","Levy will play Thomas Molloy, a famous author, and Maeve’s US course tutor at her Ivy League college","https://www.thehindu.com/entertainment/movies/dan-levy-joins-sex-education-season-4/article65793770.ece"
"59","‘House of the Dragon’ S1E1 review: Bewitching eye candy promises more  ","1661068106000","While being a gorgeous love letter to ‘Game of Thrones’, ‘House of the Dragon’ is yet to find its wings to evolve into its own creature","https://www.thehindu.com/entertainment/movies/house-of-the-dragon-s1e1-review-bewitching-eye-candy-promises-more/article65793694.ece"
"60","‘Day Shift’ movie review: Jamie Foxx shines in this jumbled mess ","1661065880000","Genre leaps from horror to buddy-comedy to action to family-friendly and to a road movie make for exhausting viewing","https://www.thehindu.com/entertainment/movies/day-shift-movie-review-jamie-foxx-shines-in-this-jumbled-mess/article65790380.ece"
"61","Sunday with Alex Kapranos: ‘I like a slice of haggis in my fry-up’","1661060700000","The musician on flower shopping in Hackney, how to brew green tea and the joy of a good pub lunchEarly to rise? On tour, you often don’t know what day of the week it is, so it depends how much I had to drink the night before. I do love that feeling of seeing an empty Sunday morning town or city. But who am I kidding? Most Sundays I like a wee bit of a lie-in.Sunday grub? Breakfast feels like a treat, as if you’ve got permission to go overboard. I love a good fry-up. To go really Scottish, add a slice of fried haggis. My favourite part is the mushrooms, but don’t just ram them in the pan. Fry sparingly and only turn once. Continue reading...","https://www.theguardian.com/music/2022/aug/21/sunday-with-alex-kapranos-i-like-a-slice-of-haggis-in-my-fry-up-"
"62","Coldplay review – one massive, euphoric singalong","1661000440000","Wembley stadium, LondonWhat lights up, wears alien masks and runs on Chris Martin’s gigawatt energy? It’s Coldplay’s latest, family-friendly attempt at global dominationOh, to have been a fly on the wall at the production meetings for Coldplay’s Music of the Spheres tour, currently winding up a run of six sold-out nights at London’s Wembley stadium. Umpteen stakeholders would have pondered the tour’s environmental aspects in the wake of Coldplay’s 2019 announcement that they would stop touring while they worked out how to make it less worse for the planet.Sceptics should note that the band’s light-up wristbands, always magical, are now made of compostable plastic. Anyone with any passing knowledge of Coldplay gigs knows that the play of the colour across the venue, like a murmuration of starlings, is one of the greatest spectacles in stadium showmanship. The floor is wired to harness the kinetic energy of 90,000 bouncing souls. If only they could wire up Chris Martin himself, who exudes gigawatts of energy running around, belting out the hits. The band reportedly ferry stuff around using as little carbon as possible – although if any act could pull off a fleet of Phileas Fogg-style solar-powered hot-air zeppelins, it’s this one, with their Tiggerish optimism and penchant for unleashing brightly coloured balloons. The giant beach balls come out on Adventure of a Lifetime, two songs into this generous, career-spanning set – one that baffles as much as it dazzles. Continue reading...","https://www.theguardian.com/music/2022/aug/20/coldplay-wembley-stadium-london-review-one-massive-euphoric-singalong-music-of-the-spheres"
"63","‘Trying not to be funny was a challenge’: Flight of the Conchords’ Bret McKenzie on his serious solo debut","1660992937000","He has written duets for man and Muppet, parodied Morrissey in The Simpsons, and become Hollywood’s go-to for bringing ‘heart’ to the movies. Now he’s ready to see if people want to hear the guy behind the gagsWhen he was “around 14”, Bret McKenzie became obsessed with the Leonard Cohen album I’m Your Man. Its synth-heavy tales of geopolitics, romantic devotion and the poems of Federico García Lorca made it an unusual choice for a pubescent boy in suburban New Zealand. Nevertheless, at school, he and his friends would happily sing along to tracks such as Jazz Police and First We Take Manhattan when passing between lessons.As they sang, McKenzie listened to the voices of his peers, plumbing Cohen’s baritone depths. Meanwhile his own, still unbroken, squeaked along beside them. Even then, he saw the comedy in this collision: the autumnal wit of the lyrics, the juvenile scratch of the voice. It instilled in him a new sense of how songs could be: “Serious, but also strange, and funny in a weird way,” is how he describes it. “I think that’s always stuck with me.” Continue reading...","https://www.theguardian.com/music/2022/aug/20/bret-mckenzie-flight-of-the-conchords-interview-songs-without-jokes"
"64","‘I got really grounded and loved it’: how grief, going home and gabber built Björk’s new album","1660885207000","For Björk’s 10th album, an unexpectedly happy lockdown in Reykjavík, her mother’s death and her youngest child leaving the nest pushed her to consider her roots. ‘I’m a homebody,’ she concluded – as long as the local swimming pool is openIf, in the winter of 2021, you had been wandering through downtown Reykjavík, you might have registered the thud-thud-thud-thud of a lockdown house party. Squeezing her “Christmas bubble” of friends into her living room, Iceland’s most famous citizen was throwing another of her “crazy DJ nights, where 20 people could come and I always ended up DJing just gabber”.According to Björk, the nails-hard 90s Dutch techno style is the perfect soundtrack to Covid life. “There’s always a BPM in our bodies, you know? And I think through Covid we were all pretty lazy, just sitting home reading books, so when we got drunk or partied it was like we went a little bit mental, then we just fell asleep before midnight. Slow energy, but then it goes double.” And that, she realised, is “a little bit gabber”. Continue reading...","https://www.theguardian.com/music/2022/aug/19/i-got-really-grounded-and-loved-it-how-grief-going-home-and-gabber-built-bjorks-new-album"
"65","‘It was sacrilegious’: why the destruction of Manchester’s Ian Curtis mural struck a nerve","1660916005000","The public outcry – and outpouring of affection – after the mural was defaced shows just how deeply rooted a piece of public art can become in a communityThis week, the wall of Manchester’s 75 Port Street, a canvas for street artists, cycled through three different designs in the space of one day – the last a plain black background, with no trace of what had been there before.On Tuesday afternoon, the wall was still exhibiting a fixture of the city: a mural of Joy Division frontman Ian Curtis based on a Philippe Carly photo taken a year before his suicide. Painted by street artist Akse in October 2020, it was opened to mark World Mental Health Day and support Manchester Mind, Help Musicians and promote the 24/7 wellbeing text service Shout. In just under two years, it became part of the city’s identity, and led to a second Curtis mural in Macclesfield. Continue reading...","https://www.theguardian.com/music/2022/aug/19/it-was-sacrilegious-why-the-destruction-of-manchesters-ian-curtis-mural-struck-a-nerve"
"66","‘We’re not an army – we’re three boys from Belfast’: rap crew Kneecap laugh off their week of controversy","1660907127000","Their mural of a burning police van had politicians of all stripes up in arms. But they say they want to provoke thought, not violence“We pulled the pin and got out of there.”DJ Próvai is curiously unrecognisable without his trademark green, white and orange balaclava. The pseudonymous producer of Kneecap is sitting in a Hungarian Airbnb with his fellow band members, MCs Móglaí Bap and Mo Chara, talking over Zoom. Fifteen hundred miles from home, the Belfast hip-hop provocateurs are still processing the events of the previous weekend. Continue reading...","https://www.theguardian.com/music/2022/aug/19/rap-kneecap-belfast-interview"
"67","Soaring MDF prices, extortionate interval drinks, cash-strapped audiences: the arts are staring inflation in the face | Charlotte Higgins","1660899611000","Just putting the lights on is staggeringly expensive. How many of our venues can survive this?Imagine a small music venue. There are many such places dotted around the UK, the sort of spot where you might catch an up-and-coming band, some folk or jazz, the occasional standup comedian. I’m thinking of a real venue, capacity 500, in the south of England. There’s nowhere else to see live music in this town, and it’s been going for decades. Only it may not be around for much longer. It’s just had its electricity bill, from the largely state-owned French company EDF (fill in your own ironies). That bill is 640% higher than the last one.There’s no energy price cap for businesses such as this – that’s just for households. They’ve pulled in a broker to try to get them a better rate, without success. The extra £31,000 for putting the lights on is more than what the boss is paid. They’re worried that if they go public, the landlord and their suppliers will panic and pull the plug. Which really would be the end.Charlotte Higgins is the Guardian’s chief culture writer Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/19/covid-uk-arts-venues-energy-crisis-fatal"
"68","Everyone’s a cynic! Film, TV, music, books and art about pessimism","1660554034000","From Wall Street savagery to withering R&amp;B, choose art that shows humanity at its most misanthropicTaking place over one night in 2008, Margin Call is a taut display of sharp suits and sharper dialogue, in which the cantankerous colleagues at a Goldman Sachs stand-in have to decide between tanking their company or the world economy. It may lack the zany thrills of The Big Short, but by presenting the bankers as calculated insiders, its critique is altogether more damning. Against stiff competition, head trader Will Emerson (Paul Bettany) is the most cynical (and likable) when he itemises what he spends his enormous salary on to justify his callous choices. But it’s John Tuld (Jeremy Irons in a performance so charmingly evil as to rival his turn as Scar in The Lion King) who ultimately pulls the trigger, “so that we may survive!” Alex Mistlin Continue reading...","https://www.theguardian.com/tv-and-radio/2022/aug/15/cultural-rescription-film-tv-music-books-art-about-pessimism"
"69","Kelis’s 20 greatest songs – ranked!","1660222679000","After doing battle with Beyoncé and before her new album, Dirt, we rate the best of Kelis’s career, from the ragers to the musical recipesHidden away at the end of Kelis Was Here – after the laid-back, samba-influenced closer Have a Nice Day – is a burst of Kelis at her most winningly splenetic, turning her attention to that perennial bugbear, the Haters: “Keep my name out your mouth,” she offers, “I’ll keep my foot out your butt.” Continue reading...","https://www.theguardian.com/music/2022/aug/11/kelis-20-greatest-songs-ranked"
"70","‘Alex Turner is the greatest of his generation’: Example’s honest playlist","1659942005000","The singer-rapper can do a mean Nate Dogg and would do Wu-Tang Clan rhymes in the playground. But what would soundtrack his boxing ring walk?The first song I remember hearingI had to call my mum, and she says the first song she remembers me reacting and moving to was The Tears of a Clown by Smokey Robinson.The first single I boughtA seven-inch single of Push It by Salt-N-Pepa, aged five or six, from a car boot sale in Shepherd’s Bush, that came with a foldout poster. It’s regarded as a rap classic, but it’s actually a dance song – there are only two or three little raps and the rest is just instrumental. It’s all about the bassline and the sample. Continue reading...","https://www.theguardian.com/culture/2022/aug/08/example-rapper-honest-playlist-smokey-robinson-warrern-g-nate-dogg"
