"Id","Title","Time","Description","Link"
"14","US Senate passes sweeping climate, tax and healthcare package","1659996157000","The bill seeks to lower the cost of medicines, increase corporate taxes and reduce carbon emissions.","https://www.bbc.co.uk/news/world-us-canada-62457386?at_medium=RSS&at_campaign=KARANGA"
"15","Where has a drought been declared, and what does it mean?","1660927402000","An official drought has been declared in several parts of the UK.","https://www.bbc.co.uk/news/science-environment-62298430?at_medium=RSS&at_campaign=KARANGA"
"16","The art of cutting carbon - how new technologies can help","1658876945000","With the 'de-printer' specially coated sheets of paper can be used 10 times over.","https://www.bbc.co.uk/news/science-environment-62265992?at_medium=RSS&at_campaign=KARANGA"
"17","Satellite firms Eutelsat and OneWeb aim to combine operations","1658833087000","The French company is set to merge with the satellite firm pulled from bankruptcy by the UK government.","https://www.bbc.co.uk/news/science-environment-62306617?at_medium=RSS&at_campaign=KARANGA"
"18","Russia to pull out of International Space Station","1658857207000","Moscow says it now wants to build its own station, ending more than 20 years of cooperation with the US.","https://www.bbc.co.uk/news/world-europe-62308069?at_medium=RSS&at_campaign=KARANGA"
"19","James Webb: Nasa space telescope delivers spectacular pictures","1657639900000","A ""stellar nursery"" and a ""cosmic dance"" are among James Webb's first batch of colour images.","https://www.bbc.co.uk/news/science-environment-62140044?at_medium=RSS&at_campaign=KARANGA"
"20","Hawaii Seeking End To Conflict Over Astronomy On Sacred Mountain","1661059797000","Native Hawaiians will now have more say over use of sacred Mauna Kea summit by scientists.","https://www.huffpost.com/entry/native-hawaiians-sacred-mauna-kea-summit-astronomers_n_6301aa27e4b0e323a25633e6"
"21","One Of World's Largest Moths Found In U.S. For The First Time","1661020931000","An Atlas moth, which can have a wingspan of almost 10 inches, was just spotted in Washington state.","https://www.huffpost.com/entry/atlas-moth-united-states-washington_n_6301080ee4b052615d72116c"
"22","Do we have new evidence of the Moon’s origin linked to the Earth? ","1661003132000","","https://www.thehindu.com/sci-tech/do-we-have-new-evidence-of-the-moons-origin-linked-to-the-earth/article65779641.ece"
"23","Improving rice yield with an additional gene ","1661005190000","Adding a second copy of one of its own genes has boosted the yield of a Chinese rice variety by up to 40%","https://www.thehindu.com/sci-tech/science/improving-rice-yield-with-an-additional-gene/article65779699.ece"
"24","Extreme waves of COVID-19 may have faster-than-expected growth rates ","1661064660000","Identifying the correct growth pattern at the start of an epidemic wave can help us be prepared","https://www.thehindu.com/sci-tech/science/extreme-waves-of-covid-19-may-have-faster-than-expected-growth-rates/article65788936.ece"
"25","Corbevax booster should be a vaccine of choice ","1661004658000","Due to faulty clinical trial design, the superiority of Corbevax heterologous booster over homologous boosters is not known","https://www.thehindu.com/sci-tech/science/corbevax-booster-should-be-a-vaccine-of-choice/article65780424.ece"
"26","Are personalised vitamins the key to good health?","1661068804000","Tailor-made supplements are being touted as the path to a healthier, happier, younger-looking you. Whether they work and whether they’re necessary is moot, say expertsCould a customised supplement plan created specifically for you be the answer to refreshing sleep, easy weight loss and a sunny state of mind? These are just some of the promises offered by the world’s personalised vitamin providers as I flick through their various questionnaires, each hinting at the tantalising possibility of looking healthier, happier and younger, all for the price of a subscription.I settle on one particular provider, Nourished, a company that offers an intriguing blend of tailored vitamins and 3D printing for a monthly fee of £35.99. Rather than popping a series of pills each morning, it promises to combine all the nutrients you need – based on your answers to questions that range from the minutiae of your exercise regime to how regularly you travel internationally – into a single layered gummy. Continue reading...","https://www.theguardian.com/lifeandstyle/2022/aug/21/are-personalised-vitamins-key-good-health-supplements"
"27","Fears over China’s access to genetic data of UK citizens","1661008507000","Biobank urged to review transfer of information for medical researchRising political and security tensions between Beijing and the west have prompted calls for a review of the transfer of genetic data to China from a biomedical database containing the DNA of half a million UK citizens.The UK Biobank said it had about 300 projects under which researchers in China were accessing “detailed genetic information” or other health data on volunteers. Continue reading...","https://www.theguardian.com/science/2022/aug/20/fears-over-chinas-access-to-genetic-data-of-uk-citizens"
"28","Scientists hope nasal vaccines will help halt Covid transmission","1660975232000","Unlike jabs, nasal vaccines target the respiratory tract, the body’s first line of defence against infectionPeople who receive a Covid booster dose in the UK next month will be among the first in the world to receive Moderna’s dual-variant vaccine, which protects against two strains of the virus. But scientists say there is a misconception that this latest vaccine is an upgrade on what has come before.The evolution of the Covid virus to be more transmissible and better evade immunity is outpacing even innovative mRNA vaccines such as Moderna’s. The current generation of vaccines remain essential to protect us against severe illness and death. But when it comes to controlling infection, we are in a situation equivalent to running at a steady speed on a treadmill that is accelerating. Continue reading...","https://www.theguardian.com/world/2022/aug/20/covid-nasal-vaccines-scientists-hope-help-halt-transmission"
"29","New method to break down ‘forever chemicals’ shows promise, study says","1660845652000","The toxic chemicals, PFAS, are now thought to be contaminating drinking water supplies for over 200 million AmericansA new method for decomposing some PFAS compounds may represent a major breakthrough in addressing widespread environmental contamination across the world, according to research published on Thursday.PFAS, or per and polyfluoroalkyl substances, are called “forever chemicals” because they do not naturally break down, and man-made processes that attempt to destroy them are expensive, energy intensive and have yielded questionable results.Tell us what you think about the Guardian’s climate reporting – it takes just 2 minutes Continue reading...","https://www.theguardian.com/environment/2022/aug/18/pfas-forever-chemicals-new-method-decompose-drinking-water"
"30","Huge megalithic complex of more than 500 standing stones discovered in Spain","1660848230000","Archaeologists says prehistoric site in Huelva province could be one of largest of its kind in EuropeA huge megalithic complex of more than 500 standing stones has been discovered in southern Spain that could be one of the largest in Europe, archaeologists have said.The stones were discovered on a plot of land in Huelva, a province flanking the southernmost part of Spain’s border with Portugal, near the Guadiana River. Continue reading...","https://www.theguardian.com/science/2022/aug/18/megalithic-complex-standing-stones-discovered-spain"
"31","New GM soya beans give 25% greater yield in global food security boost","1660845652000","Trial is first successful demonstration of genetic engineering being used to directly target photosynthesis processGenetically modified soya beans designed to absorb light more efficiently produced a 25% greater yield in an advance that could significantly boost global food supplies.The field trials are the first successful demonstration that genetic engineering can be used to directly target the photosynthesis process in food crops. The improvements seen are almost unprecedented for this kind of intervention and would take decades to achieve through selective breeding. Continue reading...","https://www.theguardian.com/environment/2022/aug/18/gm-soya-beans-greater-yield-global-food-security-boost"
"32","Patients’ voices should be at the heart of medical practice | Letter","1661098278000","The treatment of long Covid offers an opportunity to use patient insight to shape how health conditions are treated, writes Stephanie SchreiberBen Bravery’s call to put patient perspective at the heart of medicine is spot-on and prescient, given the legacy of the Covid pandemic, which has left millions with stubborn Covid-related symptoms (As a cancer patient, I felt dismissed by doctors. As a doctor, I am desperate for the system to change, theguardian.com, 13 August). He is absolutely right to recommend a patient-led approach for doctors, but this is also necessary for all health and social care providers.The treatment for those with long Covid and other post-Covid issues presents a once- in-a-generation opportunity to use patient insight to shape how complex health conditions are treated. Two years into my own long Covid recovery, I was invited by Health Systems Innovation Lab at London South Bank University to take part in a series of workshops involving health and social care professionals (including clinicians). We worked to improve pathways of support. The success of this project has directly led to a new plan to embed patient input into their work. Continue reading...","https://www.theguardian.com/society/2022/aug/21/patients-voices-should-be-at-the-heart-of-medical-practice"
"33","Covid linked to longer-term elevated risk of brain fog and dementia","1660775429000","Study finds that unlike anxiety and depression, conditions including brain fog, dementia and psychosis, are still more likely two years onMillions of people who have had Covid-19 still face a higher risk of neurological and psychiatric conditions, including brain fog, dementia and psychosis, two years after their illness, compared with those who have had other respiratory infections, according to the single largest study of its kind.They also face an increased risk of anxiety and depression, the research suggests, but this subsides within two months of having Covid-19. Over two years the risk is no more likely than after other respiratory infections. The findings are published in the Lancet Psychiatry journal. Continue reading...","https://www.theguardian.com/world/2022/aug/17/covid-longer-term-elevated-risk-brain-fog-dementia-study"
"34","From nasal vaccines to pills: the next defences against Covid","1660580626000","Analysis: a bivalent vaccine has been approved and research is being carried out into possible pan-coronavirus vaccinesWhen the autumn booster programme begins next month, many people are likely to receive Moderna’s new bivalent vaccine, designed to protect against the original Covid strain and the more transmissible Omicron variant. As Covid continues to evolve, so will vaccination strategies. Here we look at some of the developments in the pipeline. Continue reading...","https://www.theguardian.com/world/2022/aug/15/from-nasal-vaccines-to-pills-the-next-defences-against-covid"
"35","The threat of Covid isn’t over – so why does Britain have a conspiracy of silence about it? | Philip Ball","1660570230000","Our government is pretending that the pandemic is ‘done’, ignoring both protective measures now and preparations for the futureRemember those days of looking at graphs and statistics of Covid infections and deaths and wondering if the end of the pandemic was in sight, or if it was safe to visit the parents, or if another tranche of restrictions was on the way? Thank goodness someone is still keeping track of those figures – namely the World Health Organization, whose latest update brings the welcome news that global weekly Covid deaths have dropped by 9%. All the same, the overall picture is complicated: deaths are rising in the Middle East but plummeting in Africa and declining more slowly in Europe and the Americas.We’re still in a pandemic, then. But unless you are in a hotspot, the chances are that you’re keen to move on, to return to some sort of normality while trying not to worry about all these symptoms of the climate crisis or the prospect of soaring winter fuel bills. For most of us (not, perhaps, the estimated 2 million or so in the UK living with long Covid) there are other priorities right now.Philip Ball is a science writer Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/15/covid-britain-politicians-pandemic-protective-measures"
"36","New cancer treatment offers hope to patients out of options","1661144429000","Exclusive: UK trial finds finds combination of drugs can work where tumours have become resistant to immunotherapyA new cancer treatment can stop the disease advancing in patients who are resistant to immunotherapy, doctors have discovered.Immunotherapy uses the immune system to target and kill cancer cells, and can save lives when other treatment options, such as surgery, radiotherapy or chemotherapy, have failed. However, it cannot help all patients, and some tumours can evolve to resist it.Now oncologists in the UK have found a two-pronged treatment – immunotherapy combined with guadecitabine, a novel experimental drug – can reverse a cancer’s resistance to immunotherapy. Patients expected to die after exhausting all treatment options survived much longer, they found.The combination of pembrolizumab, an immunotherapy drug, and guadecitabine, a next-generation DNA hypomethylating agent, halted the advance of cancer in more than a third of patients enrolled in the early phase 1 trial. The results are published in the Journal for ImmunoTherapy of Cancer.The dual combination could become an effective new weapon against several forms of cancer, experts at the Institute of Cancer Research and Royal Marsden NHS foundation trust said.Patients in the trial, from the Royal Marsden and University College London hospital, included those with lung, breast, prostate and bowel cancer.“I think one of the most important things about this trial is that we used multiple different methods to look for changes in the immune system, robustly showing that it was being influenced by the combination treatment,” the study’s chief investigator, Prof Johann de Bono, said.De Bono, a professor of experimental cancer medicine at the Institute of Cancer Research and a consultant medical oncologist at the Royal Marsden, added: “In the long term we hope that if these effects are confirmed in other patient groups and future studies, guadecitabine and pembrolizumab could help to tackle some of the resistance to immunotherapy we see in too many types of cancer.”The study used pembrolizumab and guadecitabine to treat 34 cancer patients, 30 of whom had their tumours analysed for immune activity and cancer growth. Every three weeks for three years, they had an injection of guadecitabine for four days in a row – and pembrolizumab on the first of those days.Pembrolizumab is an immune checkpoint inhibitor drug that has already proved successful in treating a range of cancers, including lung and skin cancers. However, tumours can develop resistance to it and some patients who initially benefit will eventually get sicker. Continue reading...","https://www.theguardian.com/science/2022/aug/22/new-cancer-treatment-offers-hope-to-patients-immunotherapy-resistant"
"37","Perchance to dream? Study suggests spiders experience dreams while asleep","1660986035000","Jumping spiders display rapid eye movements and limb twitching similar to what is seen in dreaming dogs and cats, researchers sayThe question is not “do you have nightmares about spiders?” but, do spiders dream? About juicy flies, about humans, about anything at all?A US-European research partnership suggests that thousands of species of jumping spiders might experience rapid eye movement stages of sleep. That is the state in which humans have their most vivid dreams, though the study in question stops well short of concluding that spiders have dreams. Continue reading...","https://www.theguardian.com/environment/2022/aug/20/spiders-dream-study"
"38","Risk factors such as smoking behind almost half of cancer deaths, finds study","1660861858000","Largest research project of its kind also points to alcohol and being overweight as major contributorsSmoking, drinking alcohol, being overweight and other risk factors are responsible for almost half of all cancer deaths worldwide, according to the largest study of its kind.Cancer is the second leading cause of death globally, and exposure to risk factors plays a key role in the biology and burden of many cancer types. Doctors do not know the exact causes of cancer, and not every case or death is avoidable, but there are risk factors that can increase people’s chance of developing it. Continue reading...","https://www.theguardian.com/society/2022/aug/18/cancer-death-risk-factors-smoking-alcohol-global-study"
"39","Ancient megalodon shark could eat a whale in a few bites, research suggests","1660771502000","Study used fossil evidence to create a 3D model of the 50ft-long shark and estimated it could have eaten a killer whale in five bitesModern sharks have nothing on their ancient cousins. A giant shark that roamed the oceans millions of years ago could have devoured a creature the size of a killer whale in just five bites, research suggests.For their study published on Wednesday, researchers used fossil evidence to create a 3D model of the megalodon – one of the biggest predatory fish of all time – and find clues about its life. Continue reading...","https://www.theguardian.com/environment/2022/aug/17/ancient-megalodon-shark-could-eat-a-whale-in-a-few-bites-research-suggests"
"40","Resurrecting the Tasmanian tiger may be a noble idea – but what about preserving existing species? | Adam Morton","1661103015000","While de-extinction research may benefit conservation efforts overall, we shouldn’t have to rely on it to give a wildlife a futureGet our free news app, morning email briefing or daily news podcastThere is a beautiful, heartbreaking scene near the end of the 2011 movie The Hunter. Shot in Tasmania, the film tells the story of a mercenary hired by a global biotech company to find, take DNA samples from, and destroy a thylacine that is rumoured to have survived deep in the state’s wilderness.When the last Tasmanian tiger appears in CGI form at the movie’s climax, walking slowly and alone through the snow, the impact of seeing the lost species in its natural habitat is quietly devastating. The mercenary, played by Willem Dafoe, makes an equally devastating, and complicated, choice. Continue reading...","https://www.theguardian.com/environment/commentisfree/2022/aug/21/resurrecting-the-tasmanian-tiger-may-be-a-noble-idea-but-what-about-preserving-existing-species"
"41","The Guardian view on de-extinction: Jurassic Park may be becoming reality | Editorial","1660929916000","We should be keeping endangered species alive rather than bringing animals back from extinctionThe last official sighting of a Tasmanian tiger in the wild occurred in 1930, when it was shot by a farmer. The marsupials, formally known as thylacines, were hunted to extinction by European settlers who considered them a threat to their sheep and poultry. However, the 6ft-long creatures may reappear if a group of biotechnologists have their way.The company Colossal Biosciences, along with researchers from the University of Melbourne, plans to “de-extinct” the thylacine by using gene-editing technology. Australia has the fastest rate of mammal extinction in the world; disappearances are down to the arrival of foreign species and wildfires linked to the climate crisis. Scientists argue that in Tasmania the loss of the thylacine left the numbers of smaller marsupials unchecked, leading to over-grazing and threatening a fragile ecological balance. Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/19/the-guardian-view-on-de-extinction-jurassic-park-may-be-becoming-reality"
"42","They want to bring the Tasmanian tiger BACK TO LIFE! If this was a movie the scientists would be caught up in a sinister plot | First Dog on the Moon","1660887032000","Not on my watch!Sign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/19/they-want-to-bring-the-tasmanian-tiger-back-to-life-if-this-was-a-movie-the-scientists-would-be-caught-up-in-a-sinister-plot"
"43","Four new fish! A millipede with more than 1000 legs! Meet the latest species discovered by the CSIRO | First Dog on the Moon","1660282212000","The Discovery Boffins at the CSIRO have uncovered 139 new species! What are they and how are we going to kill them? Ahaha just kidding…Sign up here to get an email whenever First Dog cartoons are publishedGet all your needs met at the First Dog shop if what you need is First Dog merchandise and prints Continue reading...","https://www.theguardian.com/commentisfree/2022/aug/12/four-new-fish-a-millipede-with-more-than-1000-legs-meet-the-latest-species-discovered-by-the-csiro"
"44","From the archive: Will Silicon Valley help us live to 200 and beyond? – podcast","1660795235000","‘In this world nothing can be said to be certain, except death and taxes.’ While Benjamin Franklin’s quote remains true for most, the same might not be said for some of the world’s billionaires. And their efforts to extend life are under way too. Most recently, a Silicon Valley startup called Altos Labs signed up a dream team of scientists, including numerous Nobel laureates, with an aim to rejuvenate human cells.In this episode from February 2022, Ian Sample speaks to Prof Janet Lord about the science of ageing, extending our health as well as our lifespans, and how old we could actually goArchive: TEDx Talks, Bloomberg Studio 1.0, Lifespan News, Lance Hitchings Continue reading...","https://www.theguardian.com/science/audio/2022/aug/18/from-the-archive-will-silicon-valley-help-us-live-to-200-and-beyond-podcast"
"45","From the archive: What are the hidden costs of our obsession with fish oil pills? | podcast","1660622447000","They may be one of the world’s favourite supplements but, according to a study from earlier this year, more than one in 10 fish oil capsules are rancid. Most of the oil comes from Peruvian anchovetas, a type of anchovy that is also used to feed pigs, poultry and farmed fish. And despite catching more than 4m tonnes a year of anchovetas to cater to the global demand, large industry players want to scale this up even further.In this episode from January 2022, Madeleine Finlay speaks to environment journalist Richa Syal about why so many fish oil pills are rancid, and hears from journalist Dan Collyns in Chimbote, Peru, about how the industry is affecting the local environment and its residentsArchive: The Doctors, ICIJ, Frontline PBS Continue reading...","https://www.theguardian.com/science/audio/2022/aug/16/from-the-archive-what-are-the-hidden-costs-of-our-obsession-with-fish-oil-supplements"
"46","From the archive: Are western lifestyles causing a rise in autoimmune diseases? | podcast","1660190431000","Could the food we eat and the air we breathe be damaging our immune systems? The number of people with autoimmune diseases, from rheumatoid arthritis to type 1 diabetes, began to increase around 40 years ago in the west. Now, some are also emerging in countries that had never seen the diseases before.In this episode from January 2022, Ian Sample speaks to the genetic scientist and consultant gastroenterologist James Lee about how this points to what western lifestyles might be doing to our health, and how genetics could reveal exactly how our immune systems are malfunctioningArchive: King 5 News, WXYZ Channel 7 Continue reading...","https://www.theguardian.com/science/audio/2022/aug/11/from-the-archive-are-western-lifestyles-causing-a-rise-in-autoimmune-diseases-podcast"
"47","Laboratory to study dark matter opens 1km under Australian town – with no bananas allowed","1660863659000","From deep inside a gold mine in Stawell, Victoria, researchers are hunting for the invisible substance thought to make up 85% of the matter in the universeGet our free news app, morning email briefing or daily news podcastHow is this for a commute to work: drive 240km north-west of Melbourne to the outskirts of the town of Stawell. Near sheep grazing in unfenced fields, take a left and gear up: hard hat, steel-capped boots, glasses and an emergency self-rescuer – a portable oxygen source that looks like a cross between a hip flask and a hand grenade. Pass rumbling machinery and then descend 1,025 metres underground.The office in question is the only one of its kind in the southern hemisphere: the Stawell Underground Physics Laboratory (SUPL), where researchers will hunt for dark matter, the invisible substance thought to comprise about 85% of the matter in the universe. Continue reading...","https://www.theguardian.com/australia-news/2022/aug/19/laboratory-to-study-dark-matter-opens-1km-under-australian-town-with-no-bananas-allowed"
"48","Starwatch: be like the ‘celestial police’ and find asteroid Vesta in the sky","1661144429000","Second largest asteroid was discovered by four German astronomers in 1807 while looking for a missing planetThis week is a challenge. You will need a pair of binoculars but the prize is to see the asteroid Vesta as it makes its closest pass of the year to Earth.The chart shows the view looking south from London at 0200 BST on 23 August. Vesta will be 192.26m kms away. In theory, it will just be visible to the naked eye but it will be incredibly difficult to see unless you are viewing under perfect conditions in a dark sky without any light pollution. Preferably, you would also be located farther south than London, so that Vesta appears higher in the sky. Continue reading...","https://www.theguardian.com/science/2022/aug/22/starwatch-be-like-the-celestial-police-and-find-asteroid-vesta-in-the-sky"
"49","Women were the first brewers, yet the history of alcohol comes with a double shot of sexism","1661086809000","The story of women’s involvement with alcohol – both making and drinking it – is one of male control, says Mallory O’Meara“Wait, there aren’t any books about the history of women and drinking? Seriously?”I was texting my best friend to complain after I finished reading yet another cocktail history book that seemed to forget women exist. Months earlier, she had introduced me to the world of craft drinks. After years of being too intimidated to ask a bartender for anything more interesting than a vodka soda, I became immediately fascinated. There was so much talent and alchemy in the making of a cocktail that, for the first time in my life, I began to think more deeply about alcohol. I wanted to try more drinks, visit more bars, and most importantly, I wanted to learn. Continue reading...","https://www.theguardian.com/lifeandstyle/2022/aug/21/women-were-the-very-first-brewers-yet-the-history-of-alcohol-comes-with-a-double-shot-of-sexism"
"50","Can you solve it? Could it be logic?","1661148664000","(Solving) it only takes a minute, girlApologies for those of you who are here to read about Take That. In this column’s defence, it is a continual challenge to find a funny headline with the world ‘logic’ in it.Today’s three puzzles require logical thinking. You may have heard the first one before. Still, it is a brilliant example of the elegance of this type of conundrum. Continue reading...","https://www.theguardian.com/science/2022/aug/22/can-you-solve-it-could-it-be-logic"
"51","Did you solve it? Do you have the mind of an engineer?","1659974497000","The solutions to today’s puzzlesEarlier today I set you five ‘reverse engineering’ picture puzzles, in which I presented pictures of five structures and asked you to explain why they were built in that way. Below are the questions and the correct answers, but please do scroll below the line in the original article because some of the comedy wrong answers are very funny. Feel free to add to the tally at the bottom of this article too. 1. Baffling bridge. Continue reading...","https://www.theguardian.com/science/2022/aug/08/did-you-solve-it-do-you-have-the-mind-of-an-engineer"
"52","Can you solve it? Do you have the mind of an engineer?","1659939169000","Baffling bridges and strange structuresUPDATE: You can read the answers hereIf you have ever strolled along the Macclesfield canal you may have walked across a ‘snake bridge’, like the one above, in which one side of the towpath spirals backward.The question is: why did they build bridges like this? Continue reading...","https://www.theguardian.com/science/2022/aug/08/can-you-solve-it-do-you-have-the-mind-of-an-engineer"
"53","Did you solve it? Blockbusters!","1658764818000","The answer to today’s percolation poserEarlier today I asked you the following problem about a hexagonal grid similar to the one that was used in Blockbusters, a student quiz show from the 1980s and 1990s.The grid is also a model of the mathematical theory of percolation – but more of that later. Continue reading...","https://www.theguardian.com/science/2022/jul/25/did-you-solve-it-blockbusters"
"54","Zoom in: national science week prize puts photography under the microscope – in pictures","1660612987000","Lab-grown spinal cords and glowing fish larvae are among the incredible images from the researchers at the Australian Institute for Bioengineering and Nanotechnology at Queensland University, as they celebrate national science week with an annual competition to find the best pictures taken under the microscope Continue reading...","https://www.theguardian.com/science/gallery/2022/aug/16/zoom-in-national-science-week-prize-puts-photography-under-the-microscope-in-pictures"
"55","Space debris found on farm in Australia believed to be from Elon Musk's SpaceX mission – video","1659424388000","The Australian Space Agency is investigating space debris found in farmland in the Snowy Mountains in southern NSW, after being notified by an astrophysicist who believes it to be from a&nbsp;SpaceX&nbsp;mission.LATEST NEWS: SpaceX capsule confirmed as source of debris that crashed on Australian farmDr Brad Tucker, an astrophysicist at the Australian National University, received a call last Thursday from Mick Miners and Jock Wallace, two sheep farmers in the small town of Dalgety, who reported having found a scorched object.&nbsp;Their report matched a SpaceX spacecraft which re-entered the earth’s atmosphere at 7am on 9 July, 20 months after its&nbsp;launch in November 2020► Subscribe to Guardian Australia on YouTube‘Like an alien obelisk’: space debris found in Snowy Mountains paddock believed to be from SpaceX missionUS and Australia to launch second joint spy satellite from site in New Zealand Continue reading...","https://www.theguardian.com/science/video/2022/aug/02/space-junk-found-on-australian-farm-believed-to-be-from-elon-musks-spacex-mission-video"
"56","The Juicy Secrets of Stars That Eat Their Planets","1661041801000","As scientists study thousands of planets around the galaxy, they are learning more about worlds that get swallowed up by their stars.","https://www.nytimes.com/2022/08/19/science/stars-planets-engulfment.html"
"57","Forever Chemicals No More? PFAS Are Destroyed With New Technique","1660874093000","The harmful molecules are everywhere, but chemists have made progress in developing a method to break them down.","https://www.nytimes.com/2022/08/18/science/pfas-forever-chemicals.html"
"58","The Megalodon Was Bigger, Faster and Even Hungrier","1660827171000","A 3-D model developed by researchers suggests that the extinct megashark was fiercer than paleontologists previously imagined.","https://www.nytimes.com/2022/08/17/science/how-big-was-megalodon.html"
"59","African Crater Adds an Asteroid Strike to the Late Dinosaur Era","1660761095000","The impact that made the submarine depression probably occurred close to the dinosaur-ending Chicxulub event, but researchers say much remains to be learned.","https://www.nytimes.com/2022/08/17/science/crater-dinosaurs-africa.html"
"60","How Chewing Shaped Human Evolution","1660856531000","An experiment revealed that chomping on slightly tougher material requires markedly more energy. Spending less time on mastication may go hand in hand with human evolution.","https://www.nytimes.com/2022/08/17/science/chewing-human-evolution.html"
"61","NASA’s Big Rocket Reaches Launchpad. Next Stop: The Moon.","1660742896000","The Space Launch System and Orion capsule will launch on Aug. 29 to formally start the Artemis moon exploration program","https://www.nytimes.com/2022/08/16/science/nasa-moon-rocket-launchpad.html"
"62","Killing of Ranger Protecting Rhinos Raises Fears for Conservation Efforts","1660835809000","The fatal shooting of the head ranger at the Timbavati reserve in South Africa has stoked concerns that organized poaching syndicates are targeting wildlife protectors.","https://www.nytimes.com/2022/08/16/science/poaching-ranger-murder-rhino.html"
"63","Pigs to the Rescue: An Invasive Species Helped Save Australia’s Crocodiles","1660554166000","Invasive species can damage the ecosystems they wind up in. But in parts of the world, endangered predators make hearty meals out of them.","https://www.nytimes.com/2022/08/15/science/invasive-species-pigs-crocodiles.html"
"64","Death Valley’s Invasive Donkeys Have Become Cat Food","1660554021000","Feral burros wreck wetlands in the desert national park. But a study found that when mountain lions prey on them, the donkeys may help some terrain thrive.","https://www.nytimes.com/2022/08/15/science/donkeys-mountain-lions-death-valley.html"
"65","In the Lanternfly War, Some Take the Bug’s Side","1661104789000","Even as the invasive pest spreads across 11 states and threatens agriculture, lanternflies are winning sympathizers who resist kill-on-sight orders.","https://www.nytimes.com/2022/08/21/nyregion/lanternfly-bugs.html"
"66","Pickleball, Sport of the Future Injury?","1660986025000","It’s all fun and games till you strain your Achilles’ tendon, herniate a disc or do a face-plant in the Kitchen.","https://www.nytimes.com/2022/08/20/health/pickleball-sports-injury.html"
"67","How Pharmacy Work Stopped Being So Great","1661017748000","Two years of economic recovery brought strong gains to workers at the top and the bottom, but headwinds for those in between. Consider the pharmacist.","https://www.nytimes.com/2022/08/20/business/economy/pharmacists-job-inflation.html"
